Model,Variant,Full_Model_Name,Epochs,Image_Size,Batch_Size,Sample_Ratio,Training_Time_sec,Training_Time_min,Inference_Time_ms,Inference_Time_std,Model_Size_MB,Parameters_M,GFLOPs,Val_Precision,Val_Recall,Val_mAP50,Val_mAP50_95,Val_F1_Score,Test_Precision,Test_Recall,Test_mAP50,Test_mAP50_95,Test_F1_Score,Train_Box_Loss,Train_Cls_Loss,Train_DFL_Loss,Val_Box_Loss,Val_Cls_Loss,Val_DFL_Loss,Best_Epoch,Final_Epoch,Stopped_Early,Timestamp
yolo11,l,yolo11l,25,640,10,0.5,5198.12,86.64,46.76,26.85,48.81,0,0,0.8786,0.7916,0.8434,0.5956,0.8328,0.8759,0.7963,0.8474,0.6029,0.8342,0.9167,0.5337,0.895,0.8765,0.5224,0.8846,24,24,False,2026-01-25 20:08:48
