conf,F1,F2,precision,recall
0.33,0.8698060941828255,0.8626373626373625,0.8820224719101124,0.8579234972677595
0.34,0.8706536856745479,0.8613098514034122,0.886685552407932,0.855191256830601
0.35,0.8687150837988827,0.8572216097023153,0.8885714285714286,0.8497267759562842
0.36,0.8699300699300699,0.8576944291230005,0.8911174785100286,0.8497267759562842
0.37,0.8701754385964914,0.8561170947252141,0.8946608946608947,0.8469945355191257
0.38,0.8684025334271639,0.8529167818634226,0.895500725689405,0.842896174863388
0.39,0.8700564971751413,0.8527131782945737,0.9005847953216374,0.8415300546448088
0.4,0.8704883227176221,0.8520365752285951,0.9030837004405287,0.8401639344262295
0.41,0.8695035460992908,0.8499722684414863,0.9041297935103245,0.837431693989071
0.42,0.8703703703703703,0.8486111111111112,0.9092261904761905,0.8346994535519126
0.43,0.8695652173913043,0.847457627118644,0.9090909090909091,0.8333333333333334
0.44,0.8645161290322582,0.8395989974937343,0.9095022624434389,0.8237704918032787
0.45,0.8637015781922525,0.8384401114206128,0.9093655589123867,0.8224043715846995
0.46,0.8626887131560029,0.8363534987454698,0.9104704097116844,0.819672131147541
0.47,0.8643578643578642,0.8361250697934115,0.9159021406727829,0.8183060109289617
0.48,0.8629441624365483,0.8321678321678321,0.919629057187017,0.8128415300546448
0.49,0.85985401459854,0.8258553000560852,0.9231974921630094,0.8046448087431693
0.5,0.8596491228070176,0.8249158249158249,0.9245283018867925,0.8032786885245902
0.51,0.8590308370044054,0.8220910623946038,0.9285714285714286,0.7991803278688525
0.52,0.8577745025792188,0.8190261750633269,0.9312,0.7950819672131147
0.53,0.856508875739645,0.8159526493799323,0.9338709677419355,0.7909836065573771
0.54,0.8558692421991084,0.8130999435347263,0.9381107491856677,0.7868852459016393
0.55,0.8541510845175767,0.8080951033116333,0.943801652892562,0.7800546448087432
0.56,0.8524096385542168,0.8030646992054483,0.9496644295302014,0.773224043715847
0.57,0.8452200303490137,0.792544109277177,0.9505119453924915,0.7609289617486339
0.58,0.8434650455927052,0.7901480637813212,0.9503424657534246,0.7581967213114754
0.59,0.8363914373088684,0.7805365296803654,0.9496527777777778,0.7472677595628415
0.6,0.8362797847809377,0.7778095510437518,0.9560632688927944,0.7431693989071039
0.61,0.8333333333333334,0.7731958762886598,0.9574468085106383,0.7377049180327869
0.62,0.8285492629945695,0.7661406025824964,0.9587073608617595,0.7295081967213115
0.63,0.8250000000000001,0.7594936708860759,0.9635036496350365,0.7213114754098361
0.64,0.817966903073286,0.7489177489177489,0.9664804469273743,0.7090163934426229
0.65,0.8132911392405063,0.7427745664739884,0.9661654135338346,0.7021857923497268
0.66,0.8035143769968051,0.7294083526682135,0.9673076923076923,0.6871584699453552
0.67,0.7967741935483871,0.7188591385331781,0.9724409448818898,0.674863387978142
0.68,0.7850162866449512,0.7038551401869159,0.9717741935483871,0.6584699453551912
0.69,0.7726523887973641,0.6876832844574778,0.9730290456431535,0.6407103825136612
0.7,0.7610324729392173,0.6726523403002649,0.9744136460554371,0.6243169398907104
0.71,0.7516891891891891,0.658284023668639,0.9845132743362832,0.6079234972677595
0.72,0.738013698630137,0.6406064209274673,0.9885321100917431,0.5887978142076503
0.73,0.7193744569939182,0.6184642963848221,0.9880668257756563,0.5655737704918032
0.74,0.6955752212389381,0.5907997594708359,0.9874371859296482,0.5368852459016393
0.75,0.66,0.5506674757281554,0.9864130434782609,0.4959016393442623
0.76,0.6313834726090994,0.51940116101436,0.9855072463768116,0.4644808743169399
0.77,0.5961904761904762,0.48213185459026486,0.9842767295597484,0.4275956284153005
0.78,0.5582761998041136,0.4429592788312091,0.986159169550173,0.38934426229508196
0.79,0.5191146881287726,0.4043887147335423,0.9847328244274809,0.3524590163934426
