Model,Variant,Full_Model_Name,Epochs,Image_Size,Batch_Size,Sample_Ratio,Training_Time_sec,Training_Time_min,Inference_Time_ms,Inference_Time_std,Model_Size_MB,Parameters_M,GFLOPs,Val_Precision,Val_Recall,Val_mAP50,Val_mAP50_95,Val_F1_Score,Test_Precision,Test_Recall,Test_mAP50,Test_mAP50_95,Test_F1_Score,Train_Box_Loss,Train_Cls_Loss,Train_DFL_Loss,Val_Box_Loss,Val_Cls_Loss,Val_DFL_Loss,Best_Epoch,Final_Epoch,Stopped_Early,Timestamp
yolo11,m,yolo11m,25,640,10,0.5,3934.87,65.58,39.89,25.05,38.63,0,0,0.8649,0.7881,0.8352,0.5837,0.8247,0.8666,0.7941,0.8412,0.5921,0.8288,0.9417,0.555,0.8905,0.9014,0.5487,0.8808,23,24,False,2026-01-25 17:45:57
