epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,14501.9,0.95853,0.5662,0.89816,0.88678,0.8085,0.85143,0.61072,0.78664,0.47564,0.88625,0.0186922,0.00623074,0.0186922,0.00623074,0.0186922,0.00623074,0.0186922,0.00623074
129,14615,0.95818,0.56715,0.90086,0.88628,0.80913,0.85156,0.6109,0.78591,0.47524,0.88596,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034
130,14727.8,0.96017,0.56562,0.89935,0.8862,0.80902,0.85151,0.61112,0.78535,0.47483,0.88582,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
131,14840,0.95844,0.56502,0.90041,0.88619,0.80895,0.85167,0.61134,0.78478,0.47433,0.88564,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916
132,14952.7,0.95789,0.56679,0.89811,0.88597,0.80998,0.85195,0.61157,0.78435,0.474,0.88553,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284
133,15064.9,0.95297,0.56143,0.89798,0.88643,0.80949,0.85179,0.61177,0.78388,0.47369,0.88529,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
134,15177.4,0.95013,0.56061,0.89718,0.8856,0.81014,0.85189,0.61184,0.78326,0.47319,0.88511,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657
135,15291.7,0.94688,0.55883,0.8979,0.88599,0.80994,0.85214,0.61219,0.78272,0.47267,0.88495,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551
136,15406.7,0.94552,0.55592,0.89798,0.88534,0.81044,0.85229,0.61261,0.7821,0.47226,0.88468,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
137,15521.7,0.94682,0.56049,0.89735,0.88615,0.81006,0.8524,0.61276,0.78141,0.47194,0.88441,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311
138,15634.1,0.9481,0.557,0.89719,0.88637,0.80991,0.85237,0.61294,0.78086,0.47136,0.8843,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179
139,15746.8,0.94973,0.55528,0.89521,0.88669,0.81003,0.85243,0.61292,0.78052,0.47109,0.88417,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
140,15860.1,0.94889,0.55639,0.89681,0.88688,0.80982,0.85255,0.61336,0.77999,0.4707,0.88398,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894
141,15973.5,0.94592,0.55518,0.89526,0.88741,0.80973,0.85421,0.61378,0.77928,0.47044,0.88371,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742
142,16087.4,0.94081,0.55221,0.89531,0.88769,0.80964,0.85426,0.61388,0.77879,0.47031,0.88359,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
143,16200,0.94427,0.55541,0.89595,0.88816,0.80978,0.8546,0.61426,0.77797,0.46981,0.88337,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421
144,16312.8,0.94809,0.55438,0.89539,0.8886,0.8101,0.85499,0.61484,0.77712,0.46938,0.88316,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253
145,16425.1,0.93723,0.55069,0.89584,0.88887,0.81047,0.85511,0.61526,0.77639,0.4691,0.88296,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
146,16537.6,0.94131,0.5499,0.89529,0.88824,0.81113,0.85519,0.61577,0.77563,0.46869,0.88273,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906
147,16650,0.93816,0.54975,0.89258,0.8891,0.81079,0.85543,0.61611,0.77492,0.46819,0.88253,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728
148,16762.6,0.93849,0.54933,0.89324,0.88902,0.81111,0.85558,0.61669,0.77415,0.46761,0.88234,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
149,16875.3,0.93408,0.54653,0.89359,0.88944,0.81118,0.85579,0.61698,0.77344,0.46703,0.88218,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366
150,16987.8,0.93687,0.54873,0.8933,0.89018,0.8112,0.85599,0.6172,0.77277,0.46672,0.88197,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184
151,17100,0.93569,0.54583,0.89485,0.89005,0.8116,0.85613,0.61767,0.77201,0.46618,0.88178,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,17212.4,0.93209,0.54321,0.8919,0.89078,0.81149,0.85631,0.61805,0.77128,0.46563,0.88157,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816
153,17324.9,0.92959,0.54314,0.88964,0.89064,0.81164,0.8564,0.61841,0.7706,0.46529,0.88145,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634
154,17437.8,0.9267,0.54138,0.89254,0.89122,0.81166,0.85655,0.61868,0.77013,0.4648,0.88139,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
155,17552.5,0.92533,0.53898,0.89002,0.89123,0.81168,0.85677,0.61889,0.76981,0.46464,0.88122,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272
156,17665.4,0.93046,0.54079,0.89093,0.89028,0.81242,0.85677,0.61914,0.76934,0.46421,0.88113,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094
157,17778.2,0.92813,0.53866,0.88918,0.89142,0.81162,0.85669,0.61937,0.76885,0.4641,0.88101,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
158,17891.6,0.93156,0.53988,0.88946,0.89106,0.81199,0.85684,0.61959,0.76824,0.46395,0.88083,0.0140624,0.00468747,0.0140624,0.00468747,0.0140624,0.00468747,0.0140624,0.00468747
159,18004,0.92605,0.53778,0.88957,0.89166,0.81199,0.85702,0.62009,0.76763,0.4637,0.88059,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579
160,18116.5,0.92031,0.535,0.88988,0.89172,0.81256,0.85717,0.62033,0.76714,0.46343,0.88042,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
161,18229.5,0.92212,0.53427,0.88811,0.89167,0.8126,0.85738,0.62056,0.76655,0.46319,0.88019,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258
162,18341.8,0.92328,0.53564,0.88965,0.89235,0.8124,0.85731,0.621,0.76609,0.46291,0.88002,0.0134432,0.00448106,0.0134432,0.00448106,0.0134432,0.00448106,0.0134432,0.00448106
163,18453.9,0.92032,0.53362,0.88789,0.89299,0.81186,0.85741,0.62119,0.76566,0.4624,0.87991,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
164,18568.8,0.91445,0.5299,0.88881,0.89364,0.81183,0.85777,0.62153,0.76501,0.46201,0.87975,0.0131346,0.00437821,0.0131346,0.00437821,0.0131346,0.00437821,0.0131346,0.00437821
165,18681.2,0.91433,0.52959,0.88825,0.89304,0.81283,0.85786,0.62163,0.76439,0.4615,0.8795,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689
166,18794,0.91135,0.52738,0.88755,0.89336,0.81252,0.85791,0.62206,0.76385,0.46092,0.8793,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
167,18906.1,0.91935,0.53006,0.88608,0.89361,0.81215,0.85803,0.62209,0.76348,0.46039,0.87916,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449
168,19018.4,0.91428,0.52758,0.88645,0.89389,0.81222,0.85816,0.62247,0.76297,0.45972,0.87897,0.0125203,0.00417343,0.0125203,0.00417343,0.0125203,0.00417343,0.0125203,0.00417343
169,19132.8,0.91149,0.52597,0.88595,0.89394,0.81268,0.85831,0.62255,0.76258,0.45906,0.87877,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
170,19245,0.91164,0.52675,0.88615,0.89406,0.81258,0.85833,0.62246,0.76224,0.45862,0.87857,0.0122148,0.0040716,0.0122148,0.0040716,0.0122148,0.0040716,0.0122148,0.0040716
171,19357.7,0.90563,0.52164,0.88331,0.89438,0.81239,0.85838,0.62276,0.76172,0.45821,0.87837,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
172,19470.5,0.90544,0.52242,0.88411,0.89452,0.81268,0.85875,0.62322,0.76121,0.45774,0.87816,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
173,19583.4,0.90841,0.52296,0.88437,0.89469,0.81238,0.85874,0.62333,0.7608,0.45739,0.87797,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966
174,19696.7,0.90096,0.51937,0.88426,0.89469,0.81222,0.85877,0.62345,0.7603,0.45713,0.87776,0.0116078,0.00386926,0.0116078,0.00386926,0.0116078,0.00386926,0.0116078,0.00386926
175,19810.2,0.90172,0.51742,0.88207,0.89473,0.81227,0.85876,0.62351,0.76026,0.45691,0.87762,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
176,19922.9,0.90079,0.51758,0.88328,0.89385,0.81287,0.85888,0.62369,0.76008,0.45693,0.87746,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885
177,20036.2,0.89653,0.51693,0.88232,0.89419,0.81294,0.85893,0.62357,0.76022,0.457,0.87734,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885
178,20148.7,0.90212,0.51565,0.88182,0.8943,0.81251,0.85888,0.62348,0.76038,0.45712,0.87723,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
179,20260.7,0.8946,0.51254,0.88058,0.89415,0.81306,0.85887,0.62348,0.76032,0.45712,0.87712,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929
180,20372.7,0.89736,0.51346,0.88196,0.89446,0.81278,0.85892,0.62329,0.76043,0.45712,0.87701,0.0107092,0.00356975,0.0107092,0.00356975,0.0107092,0.00356975,0.0107092,0.00356975
181,20485.3,0.89219,0.50879,0.87935,0.89414,0.81297,0.85892,0.62311,0.76044,0.45723,0.87694,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
182,20599.3,0.89346,0.50867,0.88097,0.89468,0.8129,0.85908,0.6231,0.76041,0.45733,0.87686,0.0104135,0.00347115,0.0104135,0.00347115,0.0104135,0.00347115,0.0104135,0.00347115
183,20711.4,0.8953,0.50871,0.87808,0.89386,0.81371,0.85909,0.62324,0.76029,0.45717,0.87671,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
184,20824,0.89182,0.50673,0.87959,0.89389,0.81369,0.85922,0.62337,0.75986,0.45684,0.87652,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
185,20936.1,0.88143,0.50108,0.87842,0.89432,0.81337,0.85919,0.62346,0.75962,0.45668,0.87637,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
186,21050.5,0.88386,0.50185,0.877,0.89415,0.81353,0.85926,0.62362,0.75943,0.4566,0.87611,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608
187,21162.9,0.8838,0.50117,0.87688,0.89435,0.81387,0.8594,0.62379,0.75911,0.45636,0.87596,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
188,21275.1,0.88692,0.50524,0.88017,0.89463,0.81376,0.85944,0.62394,0.75883,0.45624,0.87582,0.00953906,0.00317969,0.00953906,0.00317969,0.00953906,0.00317969,0.00953906,0.00317969
189,21387.2,0.8878,0.50202,0.87713,0.89432,0.81403,0.85952,0.62383,0.75893,0.45625,0.87576,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318
190,21502.8,0.88381,0.4993,0.87557,0.89457,0.81419,0.85955,0.62384,0.75876,0.45616,0.87558,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
191,21615.5,0.88598,0.49841,0.87554,0.89467,0.81392,0.85971,0.62401,0.75867,0.45609,0.87541,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
192,21728.7,0.88209,0.49803,0.87448,0.89518,0.8143,0.8599,0.62429,0.75844,0.45558,0.87523,0.00896823,0.00298941,0.00896823,0.00298941,0.00896823,0.00298941,0.00896823,0.00298941
193,21842,0.87683,0.49321,0.87339,0.89523,0.81418,0.85997,0.62451,0.75793,0.45521,0.87498,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
194,21954,0.88699,0.49646,0.87537,0.89548,0.8144,0.86014,0.62501,0.75755,0.45492,0.87483,0.00868682,0.00289561,0.00868682,0.00289561,0.00868682,0.00289561,0.00868682,0.00289561
195,22066.2,0.87854,0.49544,0.87452,0.8956,0.81441,0.86019,0.62541,0.7572,0.45456,0.87469,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906
196,22179.6,0.87658,0.4934,0.8734,0.89591,0.81448,0.8604,0.62578,0.75681,0.45414,0.87454,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
197,22292.8,0.87591,0.49102,0.87395,0.89569,0.81486,0.86039,0.62597,0.75673,0.4538,0.87456,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668
198,22405,0.86622,0.48806,0.87251,0.8961,0.81462,0.86061,0.62643,0.75584,0.45321,0.87443,0.00813262,0.00271087,0.00813262,0.00271087,0.00813262,0.00271087,0.00813262,0.00271087
199,22517,0.86822,0.48662,0.87185,0.89608,0.81454,0.86077,0.62688,0.75506,0.45265,0.87425,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
200,22629.9,0.86684,0.48569,0.87166,0.89601,0.81522,0.8609,0.62722,0.75428,0.45195,0.87409,0.00786008,0.00262003,0.00786008,0.00262003,0.00786008,0.00262003,0.00786008,0.00262003
201,22742.2,0.86996,0.48607,0.87127,0.89638,0.8154,0.86103,0.62762,0.75368,0.4513,0.87391,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
202,22854.8,0.86627,0.48185,0.86898,0.89625,0.8153,0.8611,0.62791,0.75286,0.45089,0.87363,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
203,22969.1,0.85971,0.47981,0.87133,0.89689,0.8155,0.86127,0.62826,0.75199,0.45007,0.87344,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577
204,23083,0.8536,0.47842,0.87174,0.89697,0.81552,0.86119,0.62868,0.75147,0.44971,0.87332,0.00732471,0.00244157,0.00732471,0.00244157,0.00732471,0.00244157,0.00732471,0.00244157
205,23195.8,0.85976,0.47623,0.86733,0.89677,0.81605,0.86137,0.62911,0.75066,0.44919,0.8732,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
206,23308.7,0.85768,0.47732,0.86951,0.897,0.81637,0.86154,0.62979,0.74971,0.44844,0.873,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404
207,23422,0.85807,0.47481,0.86639,0.89727,0.81655,0.86166,0.6298,0.74962,0.44812,0.87287,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071
208,23534.5,0.85454,0.47454,0.86779,0.89754,0.81637,0.86173,0.63032,0.74894,0.44766,0.87267,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
209,23647.3,0.85558,0.47277,0.86636,0.89751,0.8171,0.8619,0.63078,0.74825,0.44706,0.8725,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497
210,23760.1,0.85061,0.47087,0.86676,0.89697,0.81805,0.86206,0.63114,0.74761,0.44679,0.87231,0.00654767,0.00218256,0.00654767,0.00218256,0.00654767,0.00218256,0.00654767,0.00218256
211,23872.6,0.84895,0.46872,0.86648,0.89738,0.81791,0.86211,0.63139,0.74714,0.44649,0.87218,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
212,23985.9,0.85038,0.46944,0.86577,0.8971,0.81853,0.86223,0.6318,0.74644,0.44578,0.87205,0.00629606,0.00209869,0.00629606,0.00209869,0.00629606,0.00209869,0.00629606,0.00209869
213,24097.6,0.84689,0.46504,0.86448,0.89721,0.81848,0.86225,0.63197,0.74607,0.44541,0.87189,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723
214,24212.2,0.84682,0.46606,0.86457,0.89716,0.81903,0.86233,0.63223,0.74555,0.44498,0.87174,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
215,24326.7,0.84009,0.46181,0.8642,0.89741,0.81896,0.86239,0.63259,0.74517,0.44473,0.87161,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532
216,24440.6,0.85046,0.46658,0.86315,0.8979,0.81877,0.86256,0.63287,0.74446,0.44414,0.87157,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486
217,24552.7,0.84175,0.46254,0.86435,0.89848,0.8186,0.86256,0.63312,0.74421,0.44373,0.8715,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
218,24667.3,0.83926,0.45879,0.86204,0.89838,0.81866,0.86281,0.63346,0.74367,0.44321,0.87142,0.00556495,0.00185498,0.00556495,0.00185498,0.00556495,0.00185498,0.00556495,0.00185498
219,24779.7,0.83618,0.45814,0.86256,0.89824,0.81914,0.86297,0.63378,0.74304,0.4427,0.87127,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557
220,24891.7,0.83628,0.45778,0.8607,0.8979,0.81949,0.86299,0.63391,0.74266,0.44233,0.87111,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
221,25004.4,0.8336,0.45504,0.86232,0.89858,0.81902,0.86308,0.63426,0.74199,0.44175,0.871,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
222,25116.9,0.83946,0.45519,0.8593,0.89848,0.81921,0.86306,0.63467,0.74176,0.44145,0.87098,0.00509839,0.00169946,0.00509839,0.00169946,0.00509839,0.00169946,0.00509839,0.00169946
223,25229.4,0.8332,0.45064,0.85693,0.89853,0.8196,0.86319,0.6347,0.74171,0.44126,0.87087,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
224,25342.6,0.82815,0.45237,0.8595,0.89858,0.81935,0.86321,0.635,0.74122,0.44064,0.87079,0.00487167,0.00162389,0.00487167,0.00162389,0.00487167,0.00162389,0.00487167,0.00162389
225,25456.3,0.82634,0.45102,0.8588,0.8987,0.8192,0.86336,0.63519,0.74066,0.44028,0.87061,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667
226,25569,0.82175,0.44703,0.85768,0.89883,0.81916,0.86328,0.6354,0.74038,0.44027,0.87036,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
227,25682.2,0.82726,0.44738,0.85668,0.89925,0.81925,0.86341,0.63552,0.73973,0.43946,0.87026,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336
228,25795.3,0.82983,0.44797,0.8562,0.89889,0.82012,0.86366,0.63585,0.73922,0.439,0.87009,0.00443186,0.00147729,0.00443186,0.00147729,0.00443186,0.00147729,0.00443186,0.00147729
229,25907.4,0.82487,0.4453,0.85588,0.89889,0.82025,0.86365,0.63618,0.73861,0.4386,0.87,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
230,26019.6,0.82119,0.44284,0.85603,0.89855,0.82058,0.86375,0.63641,0.73835,0.43822,0.86984,0.00421896,0.00140632,0.00421896,0.00140632,0.00421896,0.00140632,0.00421896,0.00140632
231,26132.6,0.81627,0.44079,0.85945,0.89848,0.82097,0.86366,0.63654,0.73765,0.43785,0.86967,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
232,26247.4,0.81402,0.43791,0.85393,0.89883,0.82104,0.86382,0.63687,0.73701,0.4373,0.86955,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
233,26362,0.81753,0.4403,0.85453,0.8988,0.821,0.86393,0.63705,0.73657,0.43697,0.8694,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287
234,26474.2,0.81426,0.43725,0.854,0.89892,0.82099,0.86397,0.63721,0.73619,0.43666,0.86938,0.00380763,0.00126921,0.00380763,0.00126921,0.00380763,0.00126921,0.00380763,0.00126921
235,26586.3,0.81339,0.43608,0.85276,0.89914,0.82114,0.86404,0.63736,0.73585,0.4365,0.86932,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
236,26698.6,0.81339,0.43611,0.85143,0.89933,0.82125,0.86418,0.63758,0.73561,0.43623,0.86927,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313
237,26811.1,0.81095,0.43458,0.85289,0.8998,0.82154,0.86423,0.63775,0.73552,0.43604,0.86933,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072
238,26924.1,0.80601,0.43158,0.84965,0.89973,0.82128,0.86416,0.63798,0.73543,0.43576,0.86944,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
239,27038.4,0.80913,0.4312,0.84983,0.90034,0.82111,0.86436,0.638,0.73496,0.43526,0.86936,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718
240,27150.9,0.80127,0.42732,0.85059,0.90046,0.82142,0.86448,0.63842,0.73462,0.435,0.86932,0.00322816,0.00107605,0.00322816,0.00107605,0.00322816,0.00107605,0.00322816,0.00107605
241,27263.7,0.79885,0.42694,0.84914,0.9003,0.82193,0.8646,0.63848,0.73477,0.43462,0.86935,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
242,27376.5,0.80198,0.42647,0.85122,0.90026,0.82172,0.86444,0.63857,0.7343,0.4343,0.86924,0.00304535,0.00101512,0.00304535,0.00101512,0.00304535,0.00101512,0.00304535,0.00101512
243,27490,0.80397,0.42614,0.84954,0.9005,0.82217,0.86448,0.63885,0.73378,0.43391,0.86919,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311
244,27603.4,0.79511,0.42431,0.84913,0.90029,0.82246,0.86458,0.63908,0.73324,0.43369,0.86916,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
245,27716.1,0.79626,0.42364,0.84891,0.90019,0.82237,0.86451,0.63933,0.73285,0.43338,0.86913,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704
246,27828,0.79571,0.42181,0.84885,0.90072,0.82243,0.86462,0.63961,0.73248,0.43309,0.86913,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581
247,27942.4,0.79113,0.41951,0.84741,0.90082,0.82277,0.86469,0.63985,0.73222,0.43298,0.86916,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
248,28054.9,0.7945,0.42053,0.84706,0.90062,0.82304,0.86461,0.63989,0.73211,0.43274,0.86921,0.00252909,0.000843031,0.00252909,0.000843031,0.00252909,0.000843031,0.00252909,0.000843031
249,28167.1,0.78877,0.41645,0.84656,0.90008,0.82372,0.86476,0.63997,0.73205,0.43253,0.86923,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947
250,28279.1,0.79172,0.4176,0.84443,0.89989,0.82365,0.86476,0.64014,0.73174,0.43216,0.86918,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
251,28391.6,0.78796,0.41491,0.84605,0.89997,0.82379,0.8647,0.64016,0.73156,0.43203,0.86921,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
252,28504.3,0.78986,0.41741,0.84533,0.89971,0.82422,0.86482,0.64037,0.73163,0.43201,0.8693,0.00221247,0.000737492,0.00221247,0.000737492,0.00221247,0.000737492,0.00221247,0.000737492
253,28619.6,0.78802,0.4161,0.8449,0.90014,0.82393,0.86493,0.64046,0.73145,0.43184,0.86935,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
254,28732.1,0.7861,0.41167,0.84412,0.89999,0.82389,0.86478,0.6405,0.73125,0.43187,0.86935,0.00206264,0.000687548,0.00206264,0.000687548,0.00206264,0.000687548,0.00206264,0.000687548
255,28844.7,0.78496,0.41313,0.84406,0.8999,0.82412,0.8648,0.64057,0.73086,0.43131,0.86932,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
256,28957.3,0.77874,0.40949,0.84359,0.89978,0.82435,0.86484,0.64069,0.73098,0.43127,0.86949,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
257,29070.3,0.78279,0.41122,0.84333,0.90006,0.82417,0.86479,0.64071,0.73108,0.4311,0.86957,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
258,29183.3,0.78208,0.4086,0.84169,0.90074,0.82366,0.86479,0.6408,0.731,0.43116,0.86964,0.00178027,0.000593422,0.00178027,0.000593422,0.00178027,0.000593422,0.00178027,0.000593422
259,29296.6,0.77706,0.40887,0.84326,0.90111,0.82348,0.86456,0.6408,0.73122,0.43123,0.8697,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
