epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,311.915,0.58332,0.64448,1.03235,0.87835,0.8238,0.86872,0.63566,0.49175,0.55089,0.99577,9.99348e-05,9.99348e-05,0.0667883
2,613.509,0.55942,0.60173,1.01366,0.88502,0.82538,0.87167,0.64008,0.48934,0.53629,0.99409,0.000199154,0.000199154,0.0335542
3,912.408,0.54878,0.58312,1.00891,0.88148,0.82502,0.87112,0.6375,0.48915,0.54043,1.0008,0.00029527,0.00029527,0.000317014
4,1211.57,0.54548,0.57455,1.00472,0.8842,0.82754,0.87409,0.64314,0.48198,0.52997,0.99366,0.000289572,0.000289572,0.000289572
5,1510.45,0.54468,0.57186,1.00491,0.88881,0.82949,0.87631,0.64633,0.47935,0.52347,0.98764,0.000281632,0.000281632,0.000281632
6,1809.26,0.54594,0.5736,1.00382,0.88974,0.82931,0.87557,0.64807,0.47787,0.52157,0.98802,0.000271639,0.000271639,0.000271639
7,2109.05,0.54408,0.57337,1.00188,0.88677,0.83029,0.87592,0.64507,0.48233,0.52559,0.99237,0.000259752,0.000259752,0.000259752
8,2408.77,0.54066,0.56964,0.99876,0.89035,0.82753,0.87495,0.64556,0.48084,0.52399,0.98686,0.000246157,0.000246157,0.000246157
9,2707.23,0.54172,0.56815,0.99749,0.88758,0.831,0.87671,0.64505,0.48053,0.52578,0.98734,0.00023107,0.00023107,0.00023107
10,3006.17,0.54415,0.56924,1.00086,0.88725,0.8301,0.87548,0.6454,0.4811,0.52269,0.99049,0.000214728,0.000214728,0.000214728
11,3304.76,0.54064,0.56549,0.99935,0.88616,0.82979,0.87564,0.64729,0.47765,0.52205,0.98904,0.000197389,0.000197389,0.000197389
12,3604.18,0.54083,0.56629,0.99883,0.88652,0.83137,0.87582,0.64623,0.48085,0.52374,0.98943,0.000179326,0.000179326,0.000179326
13,3903.63,0.54153,0.56495,1.00037,0.88783,0.83139,0.87618,0.64736,0.47943,0.51894,0.98887,0.000160824,0.000160824,0.000160824
14,4202.92,0.5392,0.56419,0.99817,0.88871,0.83266,0.87649,0.64844,0.47754,0.51901,0.98818,0.000142176,0.000142176,0.000142176
15,4501.49,0.53725,0.56177,0.99881,0.88491,0.83036,0.87466,0.64672,0.47813,0.52332,0.99024,0.000123674,0.000123674,0.000123674
16,4800.66,0.53274,0.55989,1.00836,0.88591,0.82553,0.87317,0.64423,0.48137,0.52549,0.99253,0.000105611,0.000105611,0.000105611
17,5093.84,0.52993,0.55296,1.00546,0.8869,0.8286,0.87551,0.64791,0.47783,0.52087,0.98769,8.82718e-05,8.82718e-05,8.82718e-05
18,5390.26,0.52653,0.55076,1.00312,0.88924,0.82765,0.876,0.6478,0.47795,0.52104,0.98635,7.19297e-05,7.19297e-05,7.19297e-05
19,5690.25,0.52483,0.54668,1.0021,0.88828,0.8287,0.87575,0.64718,0.47927,0.52057,0.98792,5.68425e-05,5.68425e-05,5.68425e-05
20,5989.21,0.52537,0.54784,1.00324,0.88799,0.82857,0.8757,0.64735,0.47945,0.52085,0.98993,4.32482e-05,4.32482e-05,4.32482e-05
21,6288.8,0.52307,0.54526,1.00168,0.88888,0.82987,0.87638,0.64814,0.47853,0.51921,0.98824,3.1361e-05,3.1361e-05,3.1361e-05
22,6587.67,0.52433,0.54506,0.99977,0.88937,0.82829,0.87599,0.648,0.47774,0.5197,0.98843,2.13685e-05,2.13685e-05,2.13685e-05
23,6886.7,0.52347,0.54498,1.00002,0.88828,0.82848,0.87572,0.64888,0.47628,0.51929,0.98737,1.34282e-05,1.34282e-05,1.34282e-05
24,7185.99,0.52081,0.54227,0.99908,0.8894,0.82796,0.87588,0.64775,0.47822,0.52011,0.98845,7.6654e-06,7.6654e-06,7.6654e-06
25,7485.48,0.52322,0.54327,1.00064,0.88883,0.82936,0.87623,0.64847,0.47734,0.51889,0.98846,4.17097e-06,4.17097e-06,4.17097e-06
