epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,323.952,0.98545,0.63971,1.03275,0.88051,0.82549,0.87106,0.63538,0.83432,0.54959,0.99993,9.99348e-05,9.99348e-05,0.0667883
2,635.705,0.9495,0.60118,1.01428,0.88456,0.82403,0.8718,0.63801,0.83073,0.53825,0.99916,0.000199154,0.000199154,0.0335542
3,946.243,0.9309,0.58152,1.01084,0.88256,0.82365,0.87114,0.63893,0.81937,0.53702,1.00112,0.00029527,0.00029527,0.000317014
4,1257.45,0.92754,0.57388,1.00631,0.88465,0.82695,0.87413,0.64464,0.80866,0.52706,0.99129,0.000289572,0.000289572,0.000289572
5,1569.14,0.92445,0.57178,1.00335,0.88837,0.82748,0.87576,0.64484,0.80905,0.52454,0.98847,0.000281632,0.000281632,0.000281632
6,1879.52,0.92755,0.5734,1.0031,0.88935,0.83017,0.8763,0.64848,0.80626,0.52113,0.98957,0.000271639,0.000271639,0.000271639
7,2183.5,0.92459,0.57232,1.00257,0.88546,0.82878,0.87514,0.64447,0.81138,0.52759,0.99317,0.000259752,0.000259752,0.000259752
8,2493.8,0.91854,0.56853,1.0002,0.88722,0.83031,0.87456,0.64633,0.80972,0.52159,0.98945,0.000246157,0.000246157,0.000246157
9,2792.59,0.92146,0.56711,0.99907,0.88702,0.82992,0.87603,0.64562,0.80795,0.52558,0.98936,0.00023107,0.00023107,0.00023107
10,3090.48,0.92476,0.56856,1.00264,0.88752,0.82882,0.8755,0.64497,0.81149,0.52185,0.99266,0.000214728,0.000214728,0.000214728
11,3389.1,0.91909,0.56528,0.99886,0.88365,0.83006,0.87506,0.64649,0.80589,0.52335,0.98972,0.000197389,0.000197389,0.000197389
12,3687.24,0.91917,0.56644,0.99892,0.88558,0.83035,0.87547,0.64643,0.80774,0.52444,0.9902,0.000179326,0.000179326,0.000179326
13,3985.43,0.92043,0.56473,1.00072,0.88889,0.83066,0.87616,0.64874,0.80335,0.51853,0.98611,0.000160824,0.000160824,0.000160824
14,4284.06,0.91559,0.5637,0.99633,0.8876,0.83219,0.87589,0.64815,0.80346,0.51931,0.98772,0.000142176,0.000142176,0.000142176
15,4582.55,0.91194,0.56145,0.99722,0.8843,0.82943,0.87454,0.64605,0.80547,0.52358,0.9877,0.000123674,0.000123674,0.000123674
16,4880.57,0.8969,0.55877,1.00604,0.88402,0.82759,0.87326,0.64435,0.81144,0.52473,0.99113,0.000105611,0.000105611,0.000105611
17,5174.51,0.89247,0.55254,1.00387,0.88682,0.82911,0.87574,0.64831,0.80518,0.51981,0.98685,8.82718e-05,8.82718e-05,8.82718e-05
18,5467.47,0.88745,0.5508,1.00308,0.88846,0.82729,0.87584,0.64844,0.80489,0.5205,0.98669,7.19297e-05,7.19297e-05,7.19297e-05
19,5760.79,0.88416,0.54654,1.00244,0.88846,0.82875,0.87581,0.64807,0.80583,0.51897,0.98736,5.68425e-05,5.68425e-05,5.68425e-05
20,6053.84,0.88468,0.54765,1.00293,0.887,0.82836,0.87532,0.6468,0.80712,0.52056,0.98897,4.32482e-05,4.32482e-05,4.32482e-05
21,6346.56,0.88142,0.54473,1.00074,0.88908,0.82915,0.87619,0.64885,0.80417,0.5176,0.98644,3.1361e-05,3.1361e-05,3.1361e-05
22,6638.89,0.8847,0.54422,0.99919,0.88739,0.82906,0.87557,0.64777,0.80441,0.51939,0.9874,2.13685e-05,2.13685e-05,2.13685e-05
23,6931.37,0.88241,0.54472,0.9996,0.88705,0.8287,0.87567,0.64897,0.80193,0.51872,0.98671,1.34282e-05,1.34282e-05,1.34282e-05
24,7224.37,0.87788,0.54178,0.99863,0.88783,0.82832,0.87558,0.64779,0.80466,0.51915,0.98774,7.6654e-06,7.6654e-06,7.6654e-06
25,7517.65,0.88219,0.54298,1.00022,0.88729,0.83005,0.87612,0.64878,0.80302,0.51812,0.98755,4.17097e-06,4.17097e-06,4.17097e-06
