epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2754.47,1.2467,0.70615,1.09269,0.85727,0.78913,0.83546,0.55758,1.03909,0.63371,1.05478,0.0008647,0.0008647,0.0008647
43,2892.83,1.22848,0.69749,1.08873,0.85716,0.79222,0.83598,0.56003,1.02722,0.63133,1.04811,0.0008614,0.0008614,0.0008614
44,3034.8,1.23113,0.69585,1.0877,0.85956,0.79185,0.83677,0.55843,1.03258,0.63155,1.05144,0.0008581,0.0008581,0.0008581
45,3172.72,1.22648,0.69551,1.08491,0.8591,0.79452,0.8394,0.56213,1.02769,0.62232,1.05073,0.0008548,0.0008548,0.0008548
46,3311.27,1.22176,0.69283,1.08501,0.8576,0.79376,0.83926,0.56329,1.02257,0.62303,1.04818,0.0008515,0.0008515,0.0008515
47,3449.29,1.21548,0.69249,1.08189,0.85803,0.79488,0.83903,0.56255,1.02364,0.62631,1.0478,0.0008482,0.0008482,0.0008482
48,3587.45,1.20983,0.68746,1.0797,0.86042,0.79562,0.84189,0.56722,1.0125,0.6208,1.04416,0.0008449,0.0008449,0.0008449
49,3726.06,1.2106,0.68327,1.0765,0.86035,0.79263,0.83941,0.56486,1.01769,0.6211,1.04703,0.0008416,0.0008416,0.0008416
50,3863.72,1.19594,0.68376,1.07522,0.85663,0.79818,0.84237,0.56765,1.0108,0.619,1.04226,0.0008383,0.0008383,0.0008383
51,4001.79,1.1922,0.67823,1.07047,0.86499,0.79568,0.84249,0.57049,1.00349,0.61232,1.03692,0.000835,0.000835,0.000835
52,4140.01,1.19267,0.67946,1.0708,0.86591,0.79648,0.845,0.57285,0.99943,0.61046,1.03952,0.0008317,0.0008317,0.0008317
53,4278.15,1.19082,0.67562,1.07016,0.86873,0.79886,0.8467,0.57772,0.99245,0.60246,1.03637,0.0008284,0.0008284,0.0008284
54,4418.66,1.18912,0.67462,1.06783,0.86425,0.79894,0.84523,0.57429,0.99542,0.60854,1.03574,0.0008251,0.0008251,0.0008251
55,4556.76,1.1879,0.67183,1.06581,0.8655,0.80139,0.8466,0.57731,0.98838,0.59968,1.03532,0.0008218,0.0008218,0.0008218
56,4695.08,1.18152,0.66963,1.06611,0.86311,0.80107,0.84704,0.57577,0.99256,0.60481,1.03757,0.0008185,0.0008185,0.0008185
57,4832.93,1.17589,0.66688,1.06396,0.86822,0.8013,0.84861,0.57846,0.9868,0.60036,1.0341,0.0008152,0.0008152,0.0008152
58,4971.17,1.17928,0.66964,1.06275,0.86406,0.80315,0.84745,0.57911,0.98582,0.60141,1.03432,0.0008119,0.0008119,0.0008119
59,5109.37,1.17367,0.667,1.06346,0.8656,0.80265,0.84932,0.58046,0.98179,0.6009,1.03274,0.0008086,0.0008086,0.0008086
60,5247.69,1.17042,0.66329,1.06101,0.86916,0.80223,0.85079,0.58117,0.978,0.59601,1.03145,0.0008053,0.0008053,0.0008053
61,5385.86,1.17813,0.66593,1.06199,0.86473,0.80364,0.84925,0.58283,0.97304,0.59741,1.0287,0.000802,0.000802,0.000802
62,5524.3,1.16422,0.66118,1.05643,0.86701,0.80429,0.85022,0.58309,0.97239,0.59463,1.02873,0.0007987,0.0007987,0.0007987
63,5662.51,1.16517,0.65969,1.05956,0.86852,0.8022,0.85005,0.58394,0.97143,0.5945,1.02986,0.0007954,0.0007954,0.0007954
64,5800.38,1.16435,0.65869,1.05621,0.87011,0.80387,0.8514,0.58338,0.97078,0.59474,1.02819,0.0007921,0.0007921,0.0007921
65,5938.37,1.1613,0.65864,1.05585,0.8711,0.80335,0.85111,0.58545,0.96957,0.59233,1.02817,0.0007888,0.0007888,0.0007888
66,6076.55,1.15966,0.653,1.05241,0.86863,0.80873,0.85377,0.58961,0.9601,0.58709,1.02348,0.0007855,0.0007855,0.0007855
67,6214.85,1.15474,0.65423,1.0533,0.87048,0.80421,0.85221,0.58839,0.96007,0.58961,1.02443,0.0007822,0.0007822,0.0007822
68,6352.53,1.15029,0.65237,1.0511,0.87391,0.80362,0.85406,0.59043,0.95594,0.58655,1.02316,0.0007789,0.0007789,0.0007789
69,6490.19,1.14955,0.65257,1.05085,0.87569,0.80388,0.85465,0.59147,0.95448,0.58696,1.02201,0.0007756,0.0007756,0.0007756
70,6620.12,1.14287,0.6509,1.05022,0.87484,0.80533,0.85503,0.59353,0.95165,0.58565,1.02108,0.0007723,0.0007723,0.0007723
71,6747.45,1.14809,0.64706,1.04907,0.87466,0.80684,0.85477,0.59223,0.95413,0.58501,1.02209,0.000769,0.000769,0.000769
72,6874.48,1.14082,0.65008,1.04901,0.87603,0.80802,0.85567,0.5942,0.95074,0.58142,1.0195,0.0007657,0.0007657,0.0007657
73,7001.55,1.14102,0.64551,1.04714,0.87575,0.8074,0.85624,0.59447,0.95057,0.58203,1.02013,0.0007624,0.0007624,0.0007624
74,7131.61,1.13363,0.64704,1.04605,0.87393,0.80891,0.8569,0.59609,0.94627,0.57932,1.01862,0.0007591,0.0007591,0.0007591
75,7258.83,1.12937,0.64259,1.04492,0.87682,0.80772,0.85747,0.59582,0.94624,0.57868,1.0191,0.0007558,0.0007558,0.0007558
76,7386.08,1.13823,0.64711,1.04494,0.87466,0.80752,0.85707,0.59605,0.94504,0.58026,1.01836,0.0007525,0.0007525,0.0007525
77,7513.61,1.14317,0.64569,1.04407,0.87676,0.8065,0.85701,0.5963,0.94287,0.58058,1.01732,0.0007492,0.0007492,0.0007492
78,7640.81,1.13138,0.6417,1.04414,0.87774,0.80727,0.85676,0.59678,0.94287,0.57948,1.01907,0.0007459,0.0007459,0.0007459
79,7768.05,1.12043,0.63985,1.04152,0.87672,0.80844,0.85665,0.59615,0.94197,0.58007,1.01816,0.0007426,0.0007426,0.0007426
80,7894.89,1.12367,0.63512,1.03911,0.8745,0.80868,0.85676,0.5959,0.94286,0.58009,1.01849,0.0007393,0.0007393,0.0007393
