epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,162.418,1.88666,1.2463,1.65516,0.66419,0.67596,0.66121,0.38703,1.33815,1.30077,1.25321,0.000332682,0.000332682,0.0670645
2,290.759,1.40071,0.93986,1.23204,0.82711,0.75106,0.77999,0.46743,1.24889,0.85929,1.18043,0.000663818,0.000663818,0.0340623
3,417.406,1.32205,0.87921,1.19337,0.82468,0.75465,0.78293,0.48067,1.1907,0.80735,1.16838,0.000992753,0.000992753,0.00105786
4,543.843,1.29278,0.85552,1.17542,0.8385,0.75729,0.79518,0.50086,1.13108,0.76285,1.14477,0.0009901,0.0009901,0.0009901
5,669.976,1.26263,0.83343,1.16458,0.81184,0.75765,0.78496,0.49457,1.12512,0.77867,1.14211,0.0009868,0.0009868,0.0009868
6,796.316,1.23622,0.81581,1.15453,0.83883,0.76942,0.80932,0.51864,1.08353,0.74891,1.12226,0.0009835,0.0009835,0.0009835
7,922.39,1.21591,0.79856,1.13882,0.84249,0.77184,0.81098,0.5229,1.06901,0.72227,1.11898,0.0009802,0.0009802,0.0009802
8,1048.41,1.18687,0.78437,1.13408,0.84612,0.77495,0.81779,0.5363,1.03522,0.7142,1.09592,0.0009769,0.0009769,0.0009769
9,1174.88,1.18572,0.78083,1.12761,0.84697,0.77403,0.81725,0.52151,1.09081,0.73104,1.11355,0.0009736,0.0009736,0.0009736
10,1300.93,1.16958,0.7705,1.11928,0.84606,0.78066,0.81954,0.5416,1.02163,0.70649,1.09747,0.0009703,0.0009703,0.0009703
11,1427.36,1.16435,0.76919,1.11511,0.83616,0.77191,0.81097,0.53164,1.04484,0.72404,1.10067,0.000967,0.000967,0.000967
12,1553.68,1.16566,0.76781,1.10938,0.83912,0.77828,0.81746,0.53064,1.06598,0.72713,1.10343,0.0009637,0.0009637,0.0009637
13,1679.98,1.16167,0.76182,1.10501,0.84736,0.78607,0.82807,0.55313,1.01249,0.68877,1.0835,0.0009604,0.0009604,0.0009604
14,1806.39,1.14699,0.75359,1.10172,0.85885,0.78691,0.83159,0.55545,1.00345,0.67331,1.07905,0.0009571,0.0009571,0.0009571
15,1932.9,1.14201,0.75334,1.09802,0.84681,0.7819,0.82579,0.54275,1.03361,0.69916,1.08448,0.0009538,0.0009538,0.0009538
16,2058.88,1.13943,0.75009,1.09718,0.85937,0.7901,0.83387,0.55944,1.00332,0.67209,1.07434,0.0009505,0.0009505,0.0009505
