epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,490.431,2.73111,2.04994,1.89694,0.63599,0.53677,0.5309,0.2421,1.8922,1.41161,1.36572,0.000332465,0.000332465,0.0670859
2,878.967,1.89846,1.35811,1.31885,0.71994,0.61372,0.62591,0.31286,1.65478,1.18309,1.23536,0.000336228,0.000336228,0.0337564
