Model,Variant,Full_Model_Name,Epochs,Image_Size,Batch_Size,Sample_Ratio,Training_Time_sec,Training_Time_min,Inference_Time_ms,Inference_Time_std,Model_Size_MB,Parameters_M,GFLOPs,Val_Precision,Val_Recall,Val_mAP50,Val_mAP50_95,Val_F1_Score,Test_Precision,Test_Recall,Test_mAP50,Test_mAP50_95,Test_F1_Score,Train_Box_Loss,Train_Cls_Loss,Train_DFL_Loss,Val_Box_Loss,Val_Cls_Loss,Val_DFL_Loss,Best_Epoch,Final_Epoch,Stopped_Early,Timestamp
yolo11,s,yolo11s,25,640,10,0.5,2238.49,37.31,30.19,25.06,18.28,0,0,0.8491,0.7471,0.7978,0.526,0.7948,0.8446,0.7565,0.8033,0.5354,0.7981,1.0856,0.6481,0.9135,1.0328,0.6234,0.8939,24,24,False,2026-01-25 18:26:05
