conf,precision,recall,F1,F2,TP,FP,FN
0.62,0.9412757005636263,0.6510769146292915,0.769732624660202,0.6938608913440382,47429,2959,25418
0.63,0.9432285234151971,0.6395184427636004,0.7622343297501594,0.6835368376572499,46587,2804,26260
0.64,0.9451820040055334,0.6284129751396763,0.7549142480211082,0.673560492141451,45778,2655,27069
0.65,0.9470261596604945,0.6157288563702006,0.7462607104234257,0.6620497061263289,44854,2509,27993
0.66,0.9491272144496903,0.6016033604678298,0.7364246645549946,0.6491400098352303,43825,2349,29022
0.67,0.9510349432450479,0.5865718560819251,0.7256085653395825,0.6352618652584755,42730,2200,30117
0.68,0.9541086622480105,0.5710873474542534,0.7145040790038644,0.6209420551596907,41602,2001,31245
0.69,0.956608242539081,0.5544222823177344,0.701991013931014,0.6053212153185774,40388,1832,32459
0.7,0.9592251555076652,0.5376885801748871,0.6891037200587609,0.5895003943146451,39169,1665,33678
0.71,0.9617622398943062,0.5196370475105357,0.674723276830116,0.5722500884361763,37854,1505,34993
0.72,0.9642489100277447,0.5009403269866981,0.6593430419542514,0.5541971795050922,36492,1353,36355
0.73,0.9673751035053823,0.4811179595590759,0.6426286018133979,0.5348912452917728,35048,1182,37799
0.74,0.9695898980537535,0.4595659395719796,0.6235715948777648,0.5135985959572406,33478,1050,39369
0.75,0.9719125083775056,0.43795900997982073,0.6038250073339453,0.4920207023755914,31904,922,40943
0.76,0.9745710882930441,0.4156245281205815,0.5827318744346286,0.4694763610426262,30277,790,42570
0.77,0.9768091265111527,0.3937567779043749,0.5612648221343873,0.44713533466561506,28684,681,44163
0.78,0.9790300967005904,0.37107911101349406,0.5381751577773797,0.4237003877755103,27032,579,45815
0.79,0.9814163736815671,0.3487034469504578,0.5145751038184949,0.40032023096973884,25402,481,47445
0.8,0.9839900456242223,0.3256688676266696,0.4893715770908753,0.3759770267957324,23724,386,49123
0.81,0.9859029264810849,0.3033755679712274,0.4639786695779054,0.35213062931001515,22100,316,50747
0.82,0.9882057231245166,0.2806429914752838,0.43714117709948147,0.32754841769312604,20444,244,52403
0.83,0.9896403029028187,0.2583359644185759,0.40971882041736063,0.3031372018401825,18819,197,54028
0.84,0.9913289785536736,0.23541120430491302,0.3804716792758414,0.277773278434142,17149,150,55698
0.85,0.9933774834437086,0.21414745974439578,0.3523393298776976,0.2539955453088976,15600,104,57247
0.86,0.9944257843207318,0.19101678861174792,0.32047443574389683,0.22783015315294666,13915,78,58932
0.87,0.9951436665317686,0.16877839856136834,0.28860824863266116,0.20239149544187027,12295,60,60552
0.88,0.9960578186596584,0.1456751822312518,0.25417659668746484,0.17567093318147808,10612,42,62235
0.89,0.9966273187183811,0.12169341222013261,0.21690195982481467,0.14761075385552963,8865,30,63982
0.9,0.9972755950673932,0.09547407580270979,0.1742649177534734,0.11655304629946174,6955,19,65892
0.91,0.9969243387328276,0.06674262495367002,0.12510936132983377,0.08205491705061346,4862,15,67985
0.92,0.998389694041868,0.04255494392356583,0.08163050347587951,0.05263282998237649,3100,5,69747
0.93,1.0,0.02464068527187118,0.04809624608129471,0.03061227970243841,1795,0,71052
0.94,1.0,0.009650363089763477,0.0191162474507138,0.012033920935598838,703,0,72144
0.95,1.0,0.0010295550949249797,0.002056992402841392,0.0012866127089887912,75,0,72772
0.96,0.0,0.0,0.0,0.0,0,0,72847
0.97,0.0,0.0,0.0,0.0,0,0,72847
0.98,0.0,0.0,0.0,0.0,0,0,72847
0.99,0.0,0.0,0.0,0.0,0,0,72847
1.0,0.0,0.0,0.0,0.0,0,0,72847
