bin_lo,bin_hi,count,mean_conf,mean_acc,gap
0.0,0.1,0,,,
0.1,0.2,3003,0.14479783177375793,0.1635031635031635,0.018705331729405555
0.2,0.30000000000000004,2226,0.24986806511878967,0.3059299191374663,0.05606185401867664
0.30000000000000004,0.4,2487,0.35171088576316833,0.4764776839565742,0.12476679819340586
0.4,0.5,3787,0.45378586649894714,0.6036440454185371,0.14985817891958997
0.5,0.6000000000000001,6824,0.5553144216537476,0.736664712778429,0.18135029112468148
0.6000000000000001,0.7000000000000001,12959,0.6550242900848389,0.8355582992514855,0.18053400916664664
0.7000000000000001,0.8,19192,0.7507646679878235,0.9145477282200917,0.16378306023226818
0.8,0.9,18380,0.8521319627761841,0.9783460282916213,0.12621406551543723
0.9,1.0,5166,0.9125059843063354,0.9992257065427798,0.08671972223644431
