conf,precision,recall,F1,F2,TP,FP,FN
0.1,0.8067632220469567,0.8533292886394661,0.8293931596440441,0.8435909389560008,61886,14823,10637
0.11,0.8126100323199411,0.8528466831212167,0.8322423084427162,0.844483705892312,61851,14263,10672
0.12,0.8172011738889036,0.852391655061153,0.8344255546031897,0.8451131684429839,61818,13828,10705
0.13,0.8213359920239283,0.8519366270010893,0.8363564989035385,0.8456354344309188,61785,13440,10738
0.14,0.8251696862807973,0.8515781200446755,0.8381659394572732,0.846162066773352,61759,13085,10764
0.15,0.8286370165523351,0.8511230919846118,0.8397295495667079,0.8465287739691648,61726,12765,10797
0.16,0.8319444444444445,0.8507232188409194,0.8412290449472672,0.8468999483873801,61697,12463,10826
0.17,0.8347029119904693,0.8501716696772058,0.8423662818498531,0.8470322206622174,61657,12210,10866
0.18,0.8376611017456088,0.8495925430553066,0.843584635710814,0.8471791402675114,61615,11941,10908
0.19,0.8401844550254445,0.8491513037243358,0.8446440817446168,0.8473426548409557,61583,11714,10940
0.2,0.8428180199917842,0.8487100643933648,0.845753780409885,0.8475250742174806,61551,11479,10972
0.21,0.8451044772018519,0.8482274588751155,0.846663088208982,0.8476010174078148,61516,11275,11007
0.22,0.8470515293469275,0.8477172758986804,0.8473842718620567,0.8475840428817222,61479,11101,11044
0.23,0.8489872613225014,0.8472898252968024,0.8481376940117736,0.8476287692774576,61448,10930,11075
0.24,0.8508839993349221,0.8467658535912745,0.8488199315802205,0.8475862906609545,61410,10762,11113
0.25,0.8527956869719876,0.8462694593439323,0.849520039310407,0.8475667016516598,61374,10594,11149
0.26,0.8543375624973887,0.845855797471147,0.8500755234677051,0.8475386507136049,61344,10459,11179
0.27,0.8558206413245292,0.8453180370365263,0.8505369183384666,0.8473978851337343,61305,10328,11218
0.28,0.8574788269055785,0.8446148118527915,0.8509982078106114,0.8471566439021152,61254,10181,11269
0.29,0.8590634165508918,0.8440908401472637,0.8515113157418871,0.8470434563623734,61216,10043,11307
0.3,0.8607436388200855,0.8433324600471575,0.8519491011916785,0.8467581157863258,61161,9895,11362
0.31,0.8624456613786484,0.8425740799470512,0.8523940714908457,0.8464747994148676,61106,9746,11417
0.32,0.8639064976228209,0.8418570660342236,0.8527392716226125,0.8461764477608629,61054,9618,11469
0.33,0.8652278109445681,0.8413193055996029,0.8531060807315334,0.8459947145261792,61015,9504,11508
0.34,0.8666230701430155,0.8405609254994967,0.853393063381514,0.8456471919963156,60960,9382,11563
0.35,0.8676877048012538,0.8397749679412049,0.8535031847133758,0.8452129165487035,60903,9287,11620
0.36,0.8690894545870118,0.8388787005501703,0.8537168917733732,0.844751648180753,60838,9164,11685
0.37,0.8702873752487865,0.8380789542627856,0.8538795465081974,0.8443284962951232,60780,9059,11743
0.38,0.8717547386559449,0.837099954497194,0.854075955065664,0.843808724272514,60709,8931,11814
0.39,0.8730476341284351,0.8362588420225308,0.8542573420663426,0.8433664572434565,60648,8819,11875
0.4,0.8740062044585528,0.8352246873405679,0.8541754801590661,0.8427031945174834,60573,8732,11950
0.41,0.8752405063291139,0.8342318988458833,0.8542443239579803,0.8421232848111309,60501,8624,12022
0.42,0.8764798050139275,0.8330322794148063,0.8542039292758622,0.8413737396245333,60414,8514,12109
0.43,0.8777588640100098,0.8318878149001007,0.8542079628475959,0.8406744234654777,60331,8402,12192
0.44,0.8791258521773405,0.8303710546998883,0.8540532108009985,0.8396845448739937,60221,8280,12302
0.45,0.8803015884635093,0.829102491623347,0.8539352969579912,0.8388602583168943,60129,8176,12394
0.46,0.8814467810150376,0.827640886339506,0.8536968688441818,0.837870057065005,60023,8073,12500
0.47,0.8827135026816761,0.8260551824938296,0.853445021404506,0.8367974075315678,59908,7960,12615
0.48,0.8837037474878827,0.8245935772099886,0.8531260030671566,0.8357744211267762,59802,7870,12721
0.49,0.8850300289167347,0.8229389297188479,0.852855856757027,0.8346502501908947,59682,7753,12841
0.5,0.8861914472411175,0.820939564000386,0.8523184401528924,0.8332097124064097,59537,7646,12986
0.51,0.8875323161528461,0.8189264095528315,0.8518502581755594,0.8317857533003371,59391,7526,13132
0.52,0.8888572114518937,0.8168029452725343,0.851308140579304,0.8302638365626122,59237,7407,13286
0.53,0.8902064185626036,0.814679480992237,0.8507700172074907,0.8287419135840568,59083,7287,13440
0.54,0.8917041275030649,0.812349185775547,0.8501789425075039,0.8270697802398355,58914,7155,13609
0.55,0.8931347642879961,0.8095638624987935,0.8492984232605237,0.8250030211140744,58712,7025,13811
0.56,0.894483201762438,0.8061856238710478,0.8480422374843168,0.8224224657904213,58467,6897,14056
0.57,0.8961542604761392,0.8029590612633234,0.8470008145217593,0.8200144758965058,58233,6748,14290
0.58,0.8980606586325475,0.7994291466155564,0.8458794435406805,0.8173833356830679,57977,6581,14546
0.59,0.8995072816290891,0.7954579926368187,0.8442889862941526,0.8142965225590444,57689,6445,14834
0.6,0.9010455915599096,0.7913765288253382,0.8426577790176114,0.8111213495087454,57393,6303,15130
0.61,0.9030654252960922,0.7864263750810088,0.8407196397379109,0.8072798713651598,57034,6122,15489
0.62,0.9048752055953883,0.7813521227748439,0.8385893774140559,0.8032831039224302,56666,5957,15857
0.63,0.9068912117692606,0.7752023495994375,0.8358919079656544,0.7983890208018541,56220,5772,16303
0.64,0.9092139374867522,0.7689009004040097,0.8331913876312997,0.7933885943720245,55763,5568,16760
0.65,0.9114463000858143,0.7615515077975263,0.8297838775832149,0.7874520941691762,55230,5366,17293
0.66,0.9133842477314126,0.7536367772982364,0.8258563636088906,0.7809539594948719,54656,5183,17867
0.67,0.9155985079688029,0.7446189484715193,0.8213044569325414,0.7735080441857267,54002,4978,18521
0.68,0.9178011373427537,0.7343877114846324,0.8159138434199137,0.7649617088262162,53260,4770,19263
0.69,0.9199768607790204,0.7236462915213104,0.8100857458188301,0.7559097534698016,52481,4565,20042
0.7,0.9226577574501537,0.712091336541511,0.8038133779524496,0.7461481113320081,51643,4329,20880
0.71,0.9255305536768603,0.6981647201577431,0.7959286331839974,0.734239368443644,50633,4074,21890
0.72,0.9287667128571964,0.6838933855466541,0.7877387333730396,0.7219631201709491,49598,3804,22925
0.73,0.9317025213971779,0.6664506432442122,0.7770641243096809,0.7066889299583586,48333,3543,24190
0.74,0.9352063877660739,0.6476152393033934,0.7652838427947598,0.6900559191097608,46967,3254,25556
0.75,0.9387451741437332,0.6269735118514127,0.7518187830687831,0.6715820505776463,45470,2967,27053
0.76,0.942833132218583,0.6033258414571929,0.7358047943765714,0.650148588410104,43755,2653,28768
0.77,0.9470900666742005,0.5778029039063469,0.7177308851740203,0.6266730873340371,41904,2341,30619
0.78,0.9519891242129365,0.5503771217406892,0.6975037352229337,0.6010933076320704,39915,2013,32608
0.79,0.9561074505828687,0.5202211712146492,0.6738165614423618,0.572413458270622,37728,1732,34795
0.8,0.9604869829882059,0.48734884105731974,0.6466095260745877,0.5406099911285142,35344,1454,37179
0.81,0.9657134433962264,0.45167739889414393,0.6154843437332657,0.5054905373875042,32757,1163,39766
0.82,0.9707050805852524,0.41440646415619875,0.5808434154072127,0.46805356125001174,30054,907,42469
0.83,0.9751623724216687,0.37679081119093255,0.5435576110199413,0.42950011631050505,27326,696,45197
0.84,0.9796775613073568,0.33767218675454685,0.5022354388843315,0.38860448952518184,24489,508,48034
0.85,0.9848259043490042,0.30069081532755126,0.4607145120740287,0.349208128492962,21807,336,50716
0.86,0.9894758563763929,0.2644678240006619,0.41737843689816884,0.3098786335612455,19180,204,53343
0.87,0.9924139958835636,0.2326985921707596,0.3769993744973639,0.2747666046884209,16876,129,55647
0.88,0.9949204199119539,0.20255643037381243,0.3365869306204748,0.24093263398905054,14690,75,57833
0.89,0.9961052380573882,0.1728003529914648,0.29451024628689604,0.20702209975782448,12532,49,59991
0.9,0.9974920420565255,0.14258924754905342,0.24951140065146582,0.1720867073377732,10341,26,62182
0.91,0.9985949674287904,0.10780028404781931,0.1945937873357228,0.1312092803125661,7818,11,64705
0.92,0.9991462113127001,0.06454504088358176,0.12125686457361932,0.07939900331436986,4681,4,67842
0.93,0.9985724482512491,0.019290432000882478,0.0378496834586873,0.023997145729056958,1399,2,71124
0.94,1.0,0.0013512954510982722,0.002698943831674033,0.001688548881767118,98,0,72425
0.95,1.0,5.5154916371358055e-05,0.0001103037489486674,6.894269483205561e-05,4,0,72519
