conf,precision,recall,F1,F2,TP,FP,FN
0.33,0.8718129091535546,0.8373481516208651,0.8542330442611075,0.844021370514916,60727,8929,11796
0.34,0.8731090864602674,0.8364380955007377,0.8543802816901408,0.8435237742964493,60661,8816,11862
0.35,0.8743417730649932,0.8356659266715387,0.8545664772486923,0.8431249252240497,60605,8710,11918
0.36,0.8756094385208547,0.8345352508859258,0.8545790855948715,0.8424388872340366,60523,8598,12000
0.37,0.8766845090444899,0.8333356314548488,0.8544606249116358,0.8416590303290266,60436,8501,12087
0.38,0.8780636898177796,0.8318740261710078,0.854345009240181,0.8407190635451506,60330,8378,12193
0.39,0.8793513639747201,0.8307295616563022,0.8543492441646106,0.8400189623680651,60247,8266,12276
0.4,0.880685061845861,0.8295850971415965,0.8543716894588109,0.8393251247882993,60164,8151,12359
0.41,0.8819132375833407,0.8280545482122913,0.854135701942155,0.8382935123092471,60053,8041,12470
0.42,0.8833583826953113,0.8266343091157288,0.8540555171701486,0.8373887439308522,59950,7916,12573
0.43,0.8846694172101208,0.824896929250031,0.8537382444022662,0.8361964133458202,59824,7799,12699
0.44,0.8859403060391529,0.8230768170097762,0.8533523945675483,0.8349255459914008,59692,7685,12831
0.45,0.8875216018115726,0.8214497469768212,0.8532084470128252,0.8338652244020425,59574,7550,12949
0.46,0.8886845489070303,0.8195606910911021,0.8527240773286469,0.8325116114899125,59437,7445,13086
0.47,0.8899644320381793,0.817685423934476,0.8522952657449194,0.8311864881911835,59301,7332,13222
0.48,0.8913027102761498,0.8157687905905713,0.8518646508279338,0.8298337302822966,59162,7215,13361
0.49,0.8925276055059749,0.8136039601229955,0.8512403251751027,0.8282519469289898,59005,7105,13518
0.5,0.893896342667862,0.8111909325317486,0.8505378209576683,0.8264845956083786,58830,6983,13693
0.51,0.8952616549849588,0.8084056092549949,0.8496195927831317,0.8244018910003119,58628,6859,13895
0.52,0.8969349070649087,0.8057857507273555,0.8489206542897818,0.8225027797717069,58438,6715,14085
0.53,0.8987191358024691,0.8030142161796947,0.8481754695134829,0.820489050189917,58237,6563,14286
0.54,0.9003554300082262,0.7998703859465273,0.8471435247385944,0.8181320711608056,58009,6420,14514
0.55,0.9019439456632056,0.7965059360478745,0.845952199636811,0.8155741986858193,57765,6280,14758
0.56,0.9034726587052169,0.7928105566509934,0.8445319213002063,0.8127197991699933,57497,6143,15026
0.57,0.9050369502951277,0.7886049942776774,0.8428188275516519,0.8094314788343688,57192,6001,15331
0.58,0.9067240966738455,0.7837237841788123,0.8407490681024791,0.8055797288371974,56838,5847,15685
0.59,0.9083231452287498,0.7785805882271831,0.8384625093735847,0.8014767668968024,56465,5699,16058
0.6,0.910222048957978,0.7726652234463549,0.8358217860179288,0.796746811505595,56036,5527,16487
0.61,0.9121277783249614,0.7661707320436275,0.8328025119715828,0.7915016666191845,55565,5353,16958
0.62,0.914186162269786,0.7597313955572715,0.8298328978184092,0.7863010257961766,55098,5172,17425
0.63,0.9165629519997309,0.7514443693724749,0.8258309908244368,0.7795308253468747,54497,4961,18026
0.64,0.9186668939652233,0.7430608220840285,0.8215851139248225,0.7725977198697067,53889,4771,18634
0.65,0.9208590761988821,0.7336982750299905,0.8166930149033812,0.7647862019403522,53210,4573,19313
0.66,0.9233733328641306,0.7236187140631248,0.8113824532108815,0.7563428512132271,52479,4355,20044
0.67,0.9259724415099756,0.7116363084814472,0.8047778323548445,0.7461801820558196,51610,4126,20913
0.68,0.9284485598213958,0.6995849592543055,0.7979303132052623,0.7358631772534504,50736,3910,21787
0.69,0.9314476122727868,0.6860857934724156,0.790157374029315,0.7242417273391535,49757,3662,22766
0.7,0.9337401416153359,0.6709595576575706,0.7808337879906286,0.7109773381452636,48660,3453,23863
0.71,0.9368811392954357,0.6549370544516911,0.7709400183410295,0.6968807770181049,47498,3200,25025
0.72,0.9399495340035,0.6369151855273499,0.759314511157687,0.6808132439554996,46191,2951,26332
0.73,0.9433536970718348,0.6174730775064462,0.7463935396231446,0.663300371487312,44781,2689,27742
0.74,0.9469693649471885,0.5958661390179667,0.7314674543192532,0.6435903087636943,43214,2420,29309
0.75,0.9505573740471994,0.5726045530383465,0.7146889252215816,0.6220732880139254,41527,2160,30996
0.76,0.9547685497064767,0.5471919253202432,0.6956796129269767,0.5982704971416166,39684,1880,32839
0.77,0.9583046964490264,0.5191042841581291,0.6734222953634803,0.5714879909647608,37647,1638,34876
0.78,0.9629388816644994,0.49010658687588765,0.6495910814638827,0.5434795904637252,35544,1368,36979
0.79,0.9674947222302553,0.4613019318009459,0.6247315643031875,0.5152138626486504,33455,1124,39068
0.8,0.9704221397148295,0.4288708409745874,0.5948514927228565,0.4827514488907101,31103,948,41420
0.81,0.9743789609245264,0.39643975014822885,0.5635793394099775,0.4497980281540305,28751,756,43772
0.82,0.9790207198191185,0.36420170152917003,0.530903901429117,0.41651554383718464,26413,566,46110
0.83,0.9833708785582633,0.33105359678998386,0.4953475417277022,0.3816926173344314,24009,406,48514
0.84,0.9872361763231071,0.29862250596362533,0.458543298750794,0.3470350512292127,21657,280,50866
0.85,0.9899533548618586,0.26630172497000953,0.4197018428372741,0.3119014473467463,19313,196,53210
0.86,0.9925106579098975,0.23755222481143912,0.38335132007877076,0.2801756383151732,17228,130,55295
0.87,0.9945255474452555,0.21041600595673096,0.3473431436147814,0.24980683351012983,15260,84,57263
0.88,0.9958804583926297,0.18333494201839418,0.30966299462002467,0.21908562728420167,13296,55,59227
0.89,0.9968993621545004,0.15516456848172305,0.2685327701614346,0.18669122038622338,11253,35,61270
0.9,0.9982977757603269,0.1212994498297092,0.2163152394418147,0.14715427026737682,8797,15,63726
0.91,0.9993221487883409,0.08131213546047461,0.15038763643782516,0.09961384221924166,5897,4,66626
0.92,0.9988709070380128,0.03659528701239607,0.07060388401170524,0.04532893365989294,2654,3,69869
0.93,1.0,0.008080195248403954,0.016030858033894594,0.010079882206427731,586,0,71937
0.94,1.0,0.0004136618727851854,0.0008269816547902912,0.0005170238727156163,30,0,72493
0.95,0.0,0.0,0.0,0.0,0,0,72523
