Model,Variant,Full_Model_Name,Epochs,Image_Size,Batch_Size,Sample_Ratio,Training_Time_sec,Training_Time_min,Inference_Time_ms,Inference_Time_std,Model_Size_MB,Parameters_M,GFLOPs,Val_Precision,Val_Recall,Val_mAP50,Val_mAP50_95,Val_F1_Score,Test_Precision,Test_Recall,Test_mAP50,Test_mAP50_95,Test_F1_Score,Train_Box_Loss,Train_Cls_Loss,Train_DFL_Loss,Val_Box_Loss,Val_Cls_Loss,Val_DFL_Loss,Best_Epoch,Final_Epoch,Stopped_Early,Timestamp
yolov9,m,yolov9m,25,640,12,0.5,4632.18,77.2,42.09,25.27,38.93,0,0,0.8624,0.7655,0.8168,0.5539,0.811,0.863,0.7723,0.8226,0.5647,0.8151,0.9791,0.5574,0.9199,0.957,0.5567,0.9104,23,24,False,2026-01-24 20:47:18
