timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-07-08T14:29:52,20260708_022132_yolo11m_cbam_p2head_s0_nogit,b2377753-d4d1-481c-bb9d-e6323d21d303,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,43696.9227352,2.002777436365745,4.583337477795456e-05,20.613923342495518,182.09283656103622,38.0,0.24161966216699854,2.209676073572778,0.4453568144304451,2.8966525501702254,0.0,Bangladesh,BGD,,,,Windows-10-10.0.26200-SP0,3.11.9,3.2.7,28,Intel(R) Core(TM) i7-14700K,1,1 x NVIDIA GeForce RTX 4070 Ti SUPER,,,127.76760864257812,machine,10.227550045442934,70.12710027731816,49.26183496073177,62.94042144115413,N,1.0,0.0
