epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,8792.85,1.10098,0.6137,1.01792,0.88083,0.81172,0.86018,0.60752,0.93135,0.57681,1.00069,0.0007789,0.0007789,0.0007789
69,8919.93,1.09778,0.61335,1.01749,0.88333,0.8143,0.86127,0.61075,0.92619,0.57184,0.9974,0.0007756,0.0007756,0.0007756
70,9046.99,1.09835,0.61278,1.01706,0.88149,0.8146,0.8609,0.61111,0.92485,0.57223,0.99971,0.0007723,0.0007723,0.0007723
71,9174.46,1.09657,0.61541,1.01749,0.88136,0.814,0.86051,0.60879,0.93283,0.57284,1.00352,0.000769,0.000769,0.000769
72,9301.68,1.09704,0.61071,1.01701,0.88162,0.8112,0.86049,0.60898,0.92965,0.57175,1.00044,0.0007657,0.0007657,0.0007657
73,9429.11,1.09572,0.60903,1.01614,0.88143,0.81423,0.86065,0.61142,0.92418,0.56994,0.99942,0.0007624,0.0007624,0.0007624
74,9556.63,1.08831,0.60569,1.01359,0.88157,0.81607,0.86076,0.61073,0.92318,0.57183,0.99882,0.0007591,0.0007591,0.0007591
75,9683.89,1.09797,0.60929,1.01547,0.8806,0.81424,0.86074,0.61071,0.92379,0.57035,0.99994,0.0007558,0.0007558,0.0007558
76,9810.78,1.08743,0.60363,1.01243,0.88292,0.81512,0.8612,0.61241,0.92169,0.56868,0.99792,0.0007525,0.0007525,0.0007525
77,9937.98,1.08926,0.60421,1.01287,0.88155,0.81524,0.86142,0.61137,0.92112,0.56822,0.9974,0.0007492,0.0007492,0.0007492
78,10065.2,1.08387,0.60182,1.01247,0.88127,0.81601,0.86187,0.6119,0.91919,0.56814,0.99717,0.0007459,0.0007459,0.0007459
79,10192.5,1.08579,0.60095,1.01058,0.88276,0.81455,0.86061,0.61178,0.91993,0.56971,0.99774,0.0007426,0.0007426,0.0007426
80,10319.7,1.08555,0.60237,1.01146,0.88174,0.81792,0.86191,0.61383,0.91671,0.56627,0.99499,0.0007393,0.0007393,0.0007393
81,10447,1.07843,0.59836,1.01145,0.88293,0.81545,0.86107,0.61455,0.91396,0.56618,0.99587,0.000736,0.000736,0.000736
82,10574.1,1.0809,0.59803,1.01189,0.88152,0.81624,0.86126,0.6145,0.91366,0.56631,0.99565,0.0007327,0.0007327,0.0007327
83,10701.1,1.08504,0.6022,1.01123,0.8831,0.81586,0.86161,0.61543,0.91108,0.56324,0.99205,0.0007294,0.0007294,0.0007294
84,10828.3,1.07413,0.59192,1.00881,0.88384,0.81609,0.8617,0.61444,0.91367,0.56599,0.9935,0.0007261,0.0007261,0.0007261
85,10955.4,1.07331,0.59141,1.00764,0.88497,0.81613,0.86209,0.61626,0.91022,0.56202,0.99439,0.0007228,0.0007228,0.0007228
86,11082.8,1.07898,0.60046,1.00973,0.8875,0.81549,0.86327,0.61712,0.90771,0.56055,0.99271,0.0007195,0.0007195,0.0007195
87,11210.3,1.07025,0.59364,1.00807,0.88439,0.81567,0.86245,0.61733,0.90802,0.56103,0.99244,0.0007162,0.0007162,0.0007162
88,11337.7,1.07607,0.59521,1.00674,0.88304,0.8192,0.86342,0.61785,0.90859,0.55952,0.99071,0.0007129,0.0007129,0.0007129
89,11465,1.07438,0.59283,1.00781,0.88516,0.81593,0.86218,0.61688,0.9087,0.56016,0.9915,0.0007096,0.0007096,0.0007096
90,11592.1,1.07037,0.59103,1.00693,0.88502,0.8177,0.86262,0.61727,0.9069,0.55933,0.99201,0.0007063,0.0007063,0.0007063
91,11719.4,1.06791,0.58671,1.00476,0.88423,0.81945,0.86268,0.61874,0.90547,0.55828,0.99252,0.000703,0.000703,0.000703
92,11846.5,1.06723,0.58807,1.00866,0.88814,0.81649,0.86266,0.61862,0.90589,0.55846,0.99382,0.0006997,0.0006997,0.0006997
93,11973.9,1.06752,0.58537,1.00432,0.8865,0.81734,0.86246,0.6188,0.90393,0.5581,0.99264,0.0006964,0.0006964,0.0006964
94,12101.4,1.06651,0.5839,1.00367,0.88533,0.81852,0.86227,0.61913,0.90309,0.55807,0.99185,0.0006931,0.0006931,0.0006931
95,12229.1,1.06635,0.58668,1.00404,0.88353,0.81776,0.86139,0.6185,0.90366,0.55893,0.9926,0.0006898,0.0006898,0.0006898
96,12356.1,1.05896,0.58466,1.00531,0.88434,0.81734,0.86176,0.61933,0.90074,0.55707,0.9903,0.0006865,0.0006865,0.0006865
97,12483.7,1.06492,0.58643,1.00612,0.88476,0.81743,0.86139,0.61921,0.90203,0.55775,0.99219,0.0006832,0.0006832,0.0006832
98,12611.2,1.06551,0.58179,1.00513,0.88694,0.81715,0.86201,0.62005,0.90047,0.55649,0.99261,0.0006799,0.0006799,0.0006799
99,12738.5,1.06172,0.58009,1.00411,0.88651,0.818,0.86215,0.61955,0.90085,0.55592,0.99318,0.0006766,0.0006766,0.0006766
100,12865.5,1.05654,0.58063,1.00343,0.88595,0.81842,0.8625,0.62007,0.90088,0.55509,0.99321,0.0006733,0.0006733,0.0006733
101,12992.7,1.05411,0.57522,1.00016,0.8866,0.81723,0.86266,0.62032,0.8995,0.55442,0.99169,0.00067,0.00067,0.00067
102,13120,1.06214,0.58179,1.00055,0.88776,0.81791,0.8628,0.62094,0.89806,0.55406,0.9907,0.0006667,0.0006667,0.0006667
103,13247.4,1.06026,0.58288,0.99997,0.88602,0.82014,0.86368,0.62175,0.89749,0.55324,0.98993,0.0006634,0.0006634,0.0006634
104,13374.7,1.05181,0.57646,1.00011,0.88652,0.81953,0.8639,0.6224,0.89634,0.55238,0.98923,0.0006601,0.0006601,0.0006601
105,13502,1.0588,0.57456,1.0002,0.88709,0.81858,0.8637,0.62271,0.89554,0.5513,0.98847,0.0006568,0.0006568,0.0006568
106,13629.2,1.0471,0.57232,0.99892,0.88744,0.81868,0.86386,0.623,0.89522,0.55155,0.98876,0.0006535,0.0006535,0.0006535
107,13756.3,1.04939,0.57279,0.99897,0.88619,0.81986,0.86363,0.6233,0.89438,0.55199,0.98836,0.0006502,0.0006502,0.0006502
108,13883.4,1.05349,0.57459,0.99629,0.88629,0.82039,0.86369,0.62267,0.89438,0.55263,0.98805,0.0006469,0.0006469,0.0006469
109,14010.3,1.04619,0.57292,0.99957,0.88632,0.82062,0.86363,0.62288,0.89418,0.55211,0.9887,0.0006436,0.0006436,0.0006436
110,14137.5,1.05099,0.5715,0.99814,0.88665,0.82054,0.86348,0.62293,0.89277,0.55232,0.98793,0.0006403,0.0006403,0.0006403
111,14264.4,1.03856,0.56849,0.99817,0.88726,0.82014,0.86366,0.62325,0.89199,0.5523,0.98739,0.000637,0.000637,0.000637
112,14391.8,1.04914,0.56373,0.99399,0.88714,0.82022,0.86365,0.62371,0.89107,0.5519,0.98631,0.0006337,0.0006337,0.0006337
113,14519.3,1.04846,0.56744,0.99563,0.8873,0.81921,0.8634,0.62373,0.89173,0.55141,0.9862,0.0006304,0.0006304,0.0006304
114,14646.6,1.0389,0.56469,0.99171,0.88821,0.81931,0.86339,0.62412,0.89125,0.55123,0.98523,0.0006271,0.0006271,0.0006271
115,14773.9,1.04379,0.56779,0.99541,0.89056,0.81788,0.86319,0.6246,0.8905,0.55067,0.98496,0.0006238,0.0006238,0.0006238
116,14901.1,1.04434,0.56495,0.99701,0.88843,0.81934,0.86338,0.6249,0.89035,0.55003,0.98485,0.0006205,0.0006205,0.0006205
117,15028.3,1.0483,0.56582,0.99411,0.88929,0.81864,0.86373,0.62559,0.88942,0.54958,0.98449,0.0006172,0.0006172,0.0006172
118,15155.7,1.03953,0.56232,0.99427,0.88842,0.81938,0.86369,0.62564,0.88908,0.54944,0.98472,0.0006139,0.0006139,0.0006139
119,15282.9,1.0409,0.56141,0.99373,0.88819,0.8197,0.86368,0.62588,0.88868,0.54935,0.98453,0.0006106,0.0006106,0.0006106
120,15410.2,1.04369,0.56401,0.99495,0.88831,0.81913,0.8635,0.62578,0.88818,0.54895,0.98456,0.0006073,0.0006073,0.0006073
121,15537.3,1.03704,0.56063,0.99266,0.8887,0.81957,0.86364,0.62623,0.88744,0.5483,0.9844,0.000604,0.000604,0.000604
122,15664.4,1.03912,0.55773,0.99176,0.88831,0.8209,0.86357,0.6263,0.88705,0.54785,0.98444,0.0006007,0.0006007,0.0006007
123,15791.6,1.0344,0.56053,0.99249,0.88852,0.82066,0.86358,0.6265,0.88673,0.54741,0.98451,0.0005974,0.0005974,0.0005974
124,15918.7,1.0325,0.55815,0.99133,0.88824,0.8206,0.86351,0.62658,0.88614,0.54688,0.98432,0.0005941,0.0005941,0.0005941
125,16045.8,1.03173,0.55821,0.99323,0.88858,0.82035,0.86346,0.62657,0.88595,0.54672,0.98433,0.0005908,0.0005908,0.0005908
126,16172.9,1.03369,0.55771,0.99089,0.88918,0.82066,0.86359,0.62706,0.88544,0.54616,0.98429,0.0005875,0.0005875,0.0005875
127,16300.1,1.03871,0.55896,0.98874,0.88999,0.82027,0.86361,0.62716,0.88556,0.5455,0.98425,0.0005842,0.0005842,0.0005842
128,16430,1.0283,0.55126,0.98774,0.89045,0.81981,0.86375,0.62727,0.88503,0.54561,0.98402,0.0005809,0.0005809,0.0005809
129,16557.2,1.0298,0.55328,0.98974,0.89,0.81985,0.86381,0.62741,0.88469,0.54553,0.98387,0.0005776,0.0005776,0.0005776
130,16684.7,1.0292,0.55044,0.99044,0.89128,0.81872,0.86398,0.62763,0.88399,0.54484,0.9836,0.0005743,0.0005743,0.0005743
131,16812,1.02799,0.54842,0.9844,0.89104,0.81896,0.86397,0.62756,0.88403,0.54492,0.98342,0.000571,0.000571,0.000571
132,16939,1.02948,0.54978,0.98787,0.89156,0.81908,0.86387,0.62777,0.88359,0.54436,0.98324,0.0005677,0.0005677,0.0005677
