Model,Variant,Full_Model_Name,Epochs,Image_Size,Batch_Size,Sample_Ratio,Training_Time_sec,Training_Time_min,Inference_Time_ms,Inference_Time_std,Model_Size_MB,Parameters_M,GFLOPs,Val_Precision,Val_Recall,Val_mAP50,Val_mAP50_95,Val_F1_Score,Test_Precision,Test_Recall,Test_mAP50,Test_mAP50_95,Test_F1_Score,Train_Box_Loss,Train_Cls_Loss,Train_DFL_Loss,Val_Box_Loss,Val_Cls_Loss,Val_DFL_Loss,Best_Epoch,Final_Epoch,Stopped_Early,Timestamp
yolov9,e,yolov9e,25,640,6,0.5,11487.59,191.46,80.71,26.82,111.81,0,0,0.8816,0.8022,0.8497,0.6105,0.84,0.8836,0.8054,0.8552,0.6186,0.8427,0.8705,0.4746,0.8928,0.8464,0.4873,0.8877,23,24,False,2026-01-25 11:47:46
