ts,gpu_util_pct,mem_util_pct,vram_used_MB,power_W,temp_C
1783466079.0753276,69,57,8558.16015625,187.726,67
1783466081.093496,87,71,8558.16015625,187.771,68
1783466083.102273,77,61,8558.16015625,189.894,68
1783466085.1061356,74,58,8558.16015625,156.778,66
1783466087.140393,56,45,8558.16015625,169.944,64
1783466089.1484509,71,60,8558.16015625,185.44,68
1783466091.1608055,97,79,8558.16015625,186.232,68
1783466093.174155,65,53,8558.16015625,185.301,65
1783466095.1921308,66,56,8558.16015625,189.583,68
1783466097.210678,80,66,8558.16015625,183.514,68
1783466099.256705,44,36,8558.16015625,153.134,67
1783466101.271492,70,53,8558.16015625,187.919,69
1783466103.2820675,64,53,8558.16015625,189.665,67
1783466105.2956681,87,70,8558.16015625,185.185,68
1783466107.3078182,74,60,8558.16015625,181.662,67
1783466109.3296459,45,35,8558.16015625,187.299,66
1783466111.4793825,92,73,8558.16015625,182.185,68
1783466113.4805589,46,32,9888.16015625,166.915,67
1783466115.498405,65,54,9888.16015625,183.296,68
1783466117.5063343,96,79,9888.16015625,189.513,69
1783466119.518753,78,61,9888.16015625,189.501,69
1783466121.541006,60,49,9888.16015625,190.199,68
1783466123.5472138,84,68,9888.16015625,185.385,68
1783466125.6059885,42,31,9888.16015625,163.447,66
1783466127.6107602,74,58,9888.16015625,172.298,68
1783466129.6224627,47,35,9888.16015625,186.147,67
1783466131.6302738,80,65,9888.16015625,186.29,67
1783466133.646138,96,79,9888.16015625,189.451,69
1783466135.6548293,78,61,9888.16015625,191.222,69
1783466137.6657906,48,37,9888.16015625,186.015,67
1783466139.672829,79,64,9888.16015625,169.096,67
1783466141.6834126,76,67,9888.16015625,172.909,69
1783466143.6978443,73,61,9888.16015625,180.101,69
1783466145.7079055,71,61,9888.16015625,185.343,70
1783466147.7201226,77,61,9888.16015625,191.702,69
1783466149.731973,52,40,9888.16015625,189.741,65
1783466151.735432,47,43,9888.16015625,178.62,67
1783466153.7880752,62,51,9888.16015625,159.766,67
1783466155.801096,79,63,9888.16015625,181.375,68
1783466157.8136704,50,38,9888.16015625,187.812,65
1783466159.8254526,98,79,9888.16015625,186.073,70
1783466161.8340425,79,65,9888.16015625,185.345,67
1783466163.8461046,50,37,9888.16015625,189.169,66
1783466165.8674612,73,62,9888.16015625,160.044,66
1783466167.8826284,62,48,9888.16015625,164.406,69
1783466169.8936424,44,33,9888.16015625,185.217,66
1783466171.9025178,75,65,9888.16015625,188.169,68
1783466173.9110441,47,36,10960.16015625,175.197,65
1783466175.9236398,76,66,10960.16015625,185.656,68
1783466177.9335132,85,72,10960.16015625,186.62,69
1783466179.9472053,42,33,10960.16015625,146.467,67
1783466181.9622767,57,43,10960.16015625,172.893,66
1783466183.9679558,76,59,10960.16015625,187.484,67
1783466185.982443,61,50,10960.16015625,189.913,70
1783466187.9968135,77,61,10960.16015625,186.139,67
1783466190.003964,84,67,10960.16015625,192.219,66
1783466192.0179753,90,76,10960.16015625,171.308,67
1783466194.0291467,93,74,10960.16015625,152.268,66
1783466196.0424898,77,64,10960.16015625,181.639,70
1783466198.0545235,88,70,10960.16015625,183.574,68
1783466200.065239,69,56,10960.16015625,183.803,70
1783466202.0758247,65,50,10960.16015625,188.89,67
1783466204.1001112,74,64,10960.16015625,189.957,70
1783466206.1452098,48,37,10960.16015625,173.431,66
1783466208.1589322,52,39,10960.16015625,165.767,69
1783466210.1692832,77,64,10960.16015625,174.864,70
1783466212.1837275,85,68,10960.16015625,188.849,68
1783466214.1962368,53,40,2488.16015625,129.954,65
1783466216.2086935,66,52,4124.16015625,161.403,66
1783466218.2198403,77,64,4968.16015625,168.765,67
1783466220.2426465,73,63,6414.16015625,151.501,65
1783466222.2921717,74,63,7138.16015625,167.156,65
1783466224.3037891,80,71,7138.16015625,178.299,65
1783466226.3146515,89,80,7138.16015625,181.569,65
1783466228.3251886,67,56,7138.16015625,179.727,67
1783466230.3298025,50,40,7138.16015625,180.452,69
1783466232.3397083,41,33,7138.16015625,179.33,70
1783466234.5692122,6,1,10986.16015625,76.213,61
1783466236.5837526,92,70,7792.16015625,58.16,63
1783466238.6220434,81,62,8670.16015625,185.588,65
1783466240.6342456,42,31,9140.16015625,180.967,65
1783466242.6447794,70,59,9620.16015625,181.837,68
1783466244.6580305,82,65,9620.16015625,189.825,65
1783466246.6881564,8,3,10110.16015625,180.733,68
1783466248.701488,77,62,10110.16015625,173.471,69
1783466250.7458198,63,53,10792.16015625,165.916,69
1783466252.7556603,91,76,10792.16015625,190.943,69
1783466254.764713,73,57,10792.16015625,192.027,66
1783466256.7725933,61,50,10792.16015625,188.253,69
1783466258.7858698,90,72,10792.16015625,186.742,67
1783466260.8119378,55,43,11686.16015625,164.779,66
1783466262.8243318,88,72,11686.16015625,140.733,69
1783466264.8359818,80,66,11686.16015625,185.298,66
1783466266.8479753,41,32,11686.16015625,189.642,67
1783466268.8542035,91,75,11686.16015625,186.924,69
1783466270.8638923,61,47,11686.16015625,190.218,68
1783466272.8735483,39,29,11686.16015625,181.582,66
1783466274.9024584,62,52,11686.16015625,177.299,67
1783466276.9188263,79,64,11686.16015625,186.249,66
1783466278.9508862,49,35,11686.16015625,185.207,68
1783466280.9615064,69,56,11686.16015625,183.088,70
1783466282.9693577,77,61,11686.16015625,184.606,68
1783466284.9743268,81,65,11686.16015625,191.351,66
1783466286.99574,57,47,11686.16015625,147.214,66
1783466289.1797175,54,41,11686.16015625,133.885,66
1783466291.2075164,51,40,11686.16015625,154.157,63
1783466293.3652875,56,44,11686.16015625,116.918,63
1783466295.378982,27,25,11686.16015625,125.409,66
1783466297.3846571,37,30,11686.16015625,127.621,67
1783466299.3924706,71,56,11686.16015625,174.236,65
1783466301.408244,35,27,11686.16015625,151.387,65
1783466303.4192767,49,37,11686.16015625,185.409,67
1783466305.4288175,79,63,11686.16015625,175.258,68
1783466307.4405794,24,22,11686.16015625,159.826,67
1783466309.4532933,93,74,11686.16015625,183.238,66
1783466311.4661498,84,68,11686.16015625,187.477,65
1783466313.474386,44,32,11686.16015625,183.507,65
1783466315.4875817,90,74,11686.16015625,185.426,69
1783466317.495345,74,57,11686.16015625,190.267,69
1783466319.495367,46,35,11686.16015625,186.639,65
1783466321.5183988,27,21,11686.16015625,183.497,65
1783466323.5283003,87,72,11686.16015625,189.394,70
1783466325.5404701,78,61,11686.16015625,190.715,69
1783466327.5501254,58,46,11686.16015625,191.002,66
1783466329.5567775,98,80,11686.16015625,187.217,70
1783466331.583856,82,65,11686.16015625,191.845,69
1783466333.591963,51,45,11686.16015625,176.331,65
1783466335.603125,76,64,11686.16015625,178.184,69
1783466337.6152043,84,69,11686.16015625,186.992,68
1783466339.6225338,74,61,11686.16015625,187.998,69
1783466341.6292565,65,49,11686.16015625,185.443,71
1783466343.6366625,75,64,11686.16015625,186.731,69
1783466345.651774,78,68,11686.16015625,189.64,70
1783466347.6663587,74,63,11686.16015625,181.659,69
1783466349.671873,40,30,11686.16015625,155.017,66
1783466351.6820586,76,67,11686.16015625,186.116,69
1783466353.6901274,92,73,12588.16015625,188.389,69
1783466355.6985116,72,56,12588.16015625,184.948,68
1783466357.7332015,17,16,12588.16015625,158.907,65
1783466359.7612612,33,23,12588.16015625,83.422,62
1783466362.015239,19,14,12588.16015625,66.99,60
1783466364.0249555,46,36,12588.16015625,186.774,65
1783466366.0418591,9,7,12588.16015625,171.122,64
1783466368.0610907,92,74,12588.16015625,171.441,68
1783466370.073926,78,61,12588.16015625,189.983,68
1783466372.0832953,80,67,12588.16015625,188.95,68
1783466374.090552,98,79,13544.16015625,187.279,69
1783466376.102717,80,65,13544.16015625,191.917,66
1783466378.118038,74,59,13544.16015625,168.052,67
1783466380.1259274,41,31,13544.16015625,154.184,65
1783466382.1374261,25,17,13544.16015625,155.301,64
1783466384.1493497,76,60,13544.16015625,181.468,69
1783466386.155982,61,51,13544.16015625,174.469,67
1783466388.1673403,71,59,13544.16015625,171.585,65
1783466390.1799707,81,68,13544.16015625,187.745,68
1783466392.2095716,0,0,13544.16015625,107.088,62
1783466394.5012918,38,31,13544.16015625,84.386,63
1783466396.5176675,62,64,13544.16015625,94.687,62
1783466398.6271698,67,53,13544.16015625,121.429,64
1783466400.6424036,32,25,13544.16015625,133.121,63
1783466402.6509693,15,10,13544.16015625,152.569,63
1783466404.6664424,38,31,13544.16015625,121.216,62
1783466406.7062006,91,72,13544.16015625,187.925,67
1783466408.7190473,49,35,3154.16015625,117.08,65
1783466410.7421484,26,16,4192.16015625,139.496,61
1783466412.7668052,78,66,4612.16015625,142.375,67
1783466414.7828176,71,60,6482.16015625,173.54,67
1783466416.7966676,78,59,7206.16015625,168.551,66
1783466418.803171,75,66,7206.16015625,177.887,67
1783466420.8121824,57,46,7206.16015625,183.427,64
1783466422.8396108,47,39,7206.16015625,175.962,64
1783466424.861588,65,55,7206.16015625,159.877,64
1783466426.87248,61,53,7206.16015625,175.96,67
1783466428.8813105,2,0,11072.16015625,72.096,60
1783466430.8902452,77,61,8030.16015625,105.95,66
1783466432.899398,47,37,8030.16015625,184.138,64
1783466434.914145,28,22,8550.16015625,175.579,64
1783466436.9223766,29,20,8550.16015625,173.208,66
1783466438.9341195,47,34,8550.16015625,180.871,67
1783466440.9425619,83,66,9522.16015625,185.847,64
1783466442.9551723,39,30,9522.16015625,186.056,65
1783466444.9653597,73,58,9522.16015625,183.338,68
1783466446.9758742,81,66,9522.16015625,188.82,67
1783466448.9878774,66,51,9522.16015625,162.51,67
1783466451.0257695,72,56,9522.16015625,145.342,63
1783466453.060035,73,56,9522.16015625,164.66,64
1783466455.0717227,82,68,9522.16015625,187.388,65
1783466457.0854325,71,56,9522.16015625,168.508,64
1783466459.097603,62,48,9522.16015625,169.942,67
1783466461.1074448,82,67,9522.16015625,191.117,68
1783466463.119037,94,75,9522.16015625,186.256,66
1783466465.140362,60,47,9522.16015625,148.528,67
1783466467.1457338,79,64,9522.16015625,180.384,69
1783466469.1563008,95,78,9522.16015625,188.344,68
1783466471.170297,80,68,10502.16015625,186.981,66
1783466473.1965964,76,60,10502.16015625,188.799,66
1783466475.2065248,82,67,10502.16015625,191.826,69
1783466477.2554264,45,37,10502.16015625,162.797,67
1783466479.2713568,74,63,10502.16015625,147.84,68
1783466481.2809103,71,62,10502.16015625,182.531,68
1783466483.2923536,77,60,10504.16015625,190.364,67
1783466485.2997284,56,45,10504.16015625,188.124,68
1783466487.3076468,81,65,10504.16015625,181.32,69
1783466489.319566,72,57,10504.16015625,182.595,69
1783466491.329906,48,40,10504.16015625,144.335,66
1783466493.3354323,39,29,10504.16015625,143.553,66
1783466495.3471377,78,61,10504.16015625,185.042,64
1783466497.354822,46,34,10504.16015625,189.782,65
1783466499.3657057,78,62,10504.16015625,182.153,69
1783466501.383626,79,67,10504.16015625,190.88,70
1783466503.396269,79,63,10504.16015625,188.85,65
1783466505.4366724,61,50,10504.16015625,146.738,69
1783466507.4491746,46,32,10504.16015625,171.942,67
1783466509.461959,57,44,10504.16015625,188.57,68
1783466511.469595,79,67,10504.16015625,178.284,69
1783466513.48149,78,64,10504.16015625,185.911,68
1783466515.486739,66,50,10504.16015625,189.264,68
1783466517.4994125,85,68,10504.16015625,171.666,66
1783466519.5420196,78,62,10504.16015625,159.105,68
1783466521.5492394,73,59,10504.16015625,177.871,68
1783466523.5568376,87,71,10504.16015625,184.021,68
1783466525.57003,78,68,10504.16015625,182.75,69
1783466527.5814068,78,61,10504.16015625,190.761,65
1783466529.5965312,65,56,10504.16015625,187.169,69
1783466531.6106007,76,59,11538.16015625,168.309,65
1783466533.615734,77,64,11538.16015625,169.66,69
1783466535.6298716,62,54,11538.16015625,182.449,69
1783466537.6340163,98,77,11538.16015625,187.676,67
1783466539.6498783,78,64,11538.16015625,183.366,70
1783466541.662884,64,48,11538.16015625,190.8,68
1783466543.6706579,62,51,11538.16015625,181.975,68
1783466545.7017665,83,67,11538.16015625,171.975,65
1783466547.7075741,73,62,11538.16015625,180.028,69
1783466549.7168505,97,79,11538.16015625,186.411,68
1783466551.7231295,80,64,11538.16015625,188.093,66
1783466553.7340596,47,37,11538.16015625,186.239,66
1783466555.7430139,95,76,11538.16015625,189.955,68
1783466557.7716274,69,53,11538.16015625,173.259,69
1783466559.7812073,60,51,11538.16015625,151.218,66
1783466561.7939422,38,28,11538.16015625,163.322,66
1783466563.8005254,74,65,11538.16015625,184.303,70
1783466565.8144588,80,64,11538.16015625,183.689,66
1783466567.8263078,95,78,11538.16015625,186.781,68
1783466569.8420157,75,58,11538.16015625,188.968,66
1783466571.9697604,25,23,11538.16015625,164.205,69
1783466573.9865863,81,65,11538.16015625,178.775,70
1783466575.9988065,77,68,11538.16015625,190.709,70
1783466578.0105147,47,35,11538.16015625,188.312,66
1783466580.015077,79,65,11538.16015625,185.247,67
1783466582.0231493,80,67,11538.16015625,191.489,70
1783466584.0508804,69,53,11538.16015625,191.484,71
1783466586.0935771,51,40,11538.16015625,161.164,68
1783466588.1074114,0,0,2018.16015625,141.455,63
1783466590.1168005,56,41,4112.16015625,155.948,64
1783466592.1252425,55,45,4532.16015625,170.349,64
1783466594.1386266,49,38,6402.16015625,165.678,68
1783466596.14465,72,52,7126.16015625,178.344,67
1783466598.173411,53,42,7126.16015625,159.958,63
1783466600.1992924,39,30,7126.16015625,132.244,66
1783466602.2107613,58,49,7126.16015625,176.75,68
1783466604.223693,52,46,7126.16015625,182.106,67
1783466606.2345698,79,69,7126.16015625,179.597,69
1783466608.2426116,17,12,10932.16015625,163.797,65
1783466610.2546742,0,0,6996.16015625,50.692,59
1783466612.2715452,67,51,8004.16015625,166.255,68
1783466614.3088577,72,63,8004.16015625,180.385,69
1783466616.3294344,77,61,8660.16015625,190.22,69
1783466618.3402584,62,51,8660.16015625,187.991,68
1783466620.3443255,96,77,8660.16015625,186.267,70
1783466622.3507776,72,55,8660.16015625,190.027,69
1783466624.3677049,39,29,8662.16015625,170.939,65
1783466626.3726816,56,43,8662.16015625,182.136,70
1783466628.384976,47,32,9548.16015625,184.246,68
1783466630.3893824,63,52,9548.16015625,181.979,68
1783466632.4046495,94,79,9548.16015625,186.556,69
1783466634.4125037,71,54,9548.16015625,191.621,70
1783466636.4231837,17,13,9548.16015625,180.907,64
1783466638.4570487,59,47,9548.16015625,159.918,68
1783466640.460157,68,57,9548.16015625,183.892,68
1783466642.473032,81,66,9548.16015625,187.748,66
1783466644.486814,76,66,9548.16015625,184.069,69
1783466646.5020576,79,62,9548.16015625,188.558,66
1783466648.507002,57,44,9548.16015625,190.39,67
1783466650.5623515,79,65,9548.16015625,176.993,68
1783466652.575713,28,22,9548.16015625,177.768,69
1783466654.5823224,95,76,9548.16015625,188.345,69
1783466656.59219,76,59,9548.16015625,190.649,69
1783466658.6036704,63,52,9548.16015625,186.099,68
1783466660.6105838,84,68,9548.16015625,184.719,69
1783466662.6200738,80,64,9548.16015625,186.664,67
1783466664.6571853,51,42,9548.16015625,161.414,68
1783466666.7182813,64,50,9548.16015625,151.949,68
1783466668.7300763,38,29,9548.16015625,162.128,64
1783466670.737234,55,43,9548.16015625,189.194,68
1783466672.7498374,54,42,9548.16015625,181.452,70
1783466674.7633672,51,38,9548.16015625,185.032,70
1783466676.7746954,72,61,9548.16015625,185.336,67
1783466678.8233984,78,64,9548.16015625,172.461,67
1783466680.8252363,24,17,9548.16015625,174.103,65
1783466682.8396554,44,34,9548.16015625,179.346,66
1783466684.8474872,73,60,9548.16015625,184.198,68
1783466686.8561404,97,77,9548.16015625,189.627,70
1783466688.8662682,83,67,9548.16015625,191.297,69
1783466690.889589,66,56,9548.16015625,183.856,69
1783466692.90322,63,48,9548.16015625,160.667,66
1783466694.91753,81,65,9548.16015625,184.788,68
1783466696.9239042,93,76,9548.16015625,186.337,70
1783466698.9372087,78,61,9548.16015625,184.881,67
1783466700.94699,55,41,9548.16015625,185.826,69
1783466702.9591372,65,56,10446.16015625,184.813,70
1783466705.0098264,3,0,10446.16015625,166.01,63
1783466707.0202324,80,69,10446.16015625,179.733,69
1783466709.0319235,78,61,10446.16015625,188.214,66
1783466711.0431044,46,35,10446.16015625,188.772,68
1783466713.0571249,71,57,10446.16015625,185.406,70
1783466715.0705934,80,70,10446.16015625,189.121,70
1783466717.0831943,30,24,10446.16015625,188.707,68
1783466719.1286287,66,54,10446.16015625,180.242,68
1783466721.1344006,78,64,10446.16015625,183.183,70
1783466723.146553,80,66,10446.16015625,187.559,67
1783466725.1604695,45,32,10446.16015625,185.021,68
1783466727.1775086,58,46,10446.16015625,187.915,69
1783466729.212711,98,78,10446.16015625,191.375,67
1783466731.565617,12,4,10446.16015625,75.525,61
1783466733.602415,20,16,10446.16015625,60.293,61
1783466735.6045575,60,47,10446.16015625,73.324,64
1783466737.6161265,93,75,10446.16015625,155.252,65
1783466739.6250212,76,64,10446.16015625,177.049,69
1783466741.6330743,56,46,10446.16015625,177.598,68
1783466743.6451004,95,76,10446.16015625,185.767,66
1783466745.657324,80,64,10446.16015625,187.341,65
1783466747.6810532,46,32,10446.16015625,186.72,67
1783466749.706379,79,65,10446.16015625,185.629,70
1783466751.7159572,53,42,10446.16015625,167.122,68
1783466753.7307396,72,55,11390.16015625,176.641,69
1783466755.7470262,90,74,11390.16015625,178.443,69
1783466757.7540622,70,56,11390.16015625,185.921,66
1783466759.765095,59,50,11390.16015625,184.657,69
1783466761.779654,74,58,11390.16015625,191.951,66
1783466763.7913435,76,60,11390.16015625,164.993,66
1783466765.8232002,18,12,11390.16015625,150.907,65
1783466767.8333542,75,64,11390.16015625,178.28,68
1783466769.8368182,30,22,3152.16015625,129.849,65
1783466771.847499,71,57,4610.16015625,152.295,65
1783466773.851627,44,32,5948.16015625,164.636,68
1783466775.8571265,73,63,6480.16015625,173.302,64
1783466777.9148138,46,35,7204.16015625,167.023,69
1783466779.9525325,79,69,7204.16015625,160.366,65
1783466781.96726,70,60,7204.16015625,182.085,66
1783466783.9803274,79,69,7204.16015625,185.723,66
1783466785.9954379,59,51,7204.16015625,183.902,67
1783466787.9984732,97,53,11010.16015625,176.158,64
1783466790.0073879,1,0,11072.16015625,63.67,60
1783466792.0213962,76,57,7824.16015625,74.581,67
1783466794.0314827,78,62,7824.16015625,177.499,64
1783466796.0383031,80,69,7824.16015625,180.162,69
1783466798.047638,82,65,7824.16015625,189.296,64
1783466800.059573,48,37,7824.16015625,185.781,67
1783466802.072931,66,51,7824.16015625,183.747,69
1783466804.1166582,43,32,7824.16015625,166.138,63
1783466806.1358378,52,42,8368.16015625,152.715,68
1783466808.1430714,92,73,8368.16015625,184.806,67
1783466810.154528,81,64,8368.16015625,190.365,65
1783466812.1672838,76,62,8368.16015625,182.113,68
1783466814.178382,76,59,8368.16015625,190.255,66
1783466816.1920948,31,21,8958.16015625,182.482,66
1783466818.2953854,38,33,8958.16015625,139.002,66
1783466820.2979274,54,44,8958.16015625,131.24,66
1783466822.3113592,75,60,8958.16015625,174.647,65
1783466824.3190281,78,61,8958.16015625,189.367,64
1783466826.3318832,64,53,9722.16015625,182.456,67
1783466828.3357177,61,47,9722.16015625,187.454,67
1783466830.3503535,76,62,9722.16015625,186.578,69
1783466832.3570752,89,74,9722.16015625,189.098,68
1783466834.3846219,55,43,9722.16015625,183.736,68
1783466836.399752,82,67,9722.16015625,185.044,70
1783466838.453017,52,39,9722.16015625,168.478,67
1783466840.4635854,68,58,9722.16015625,162.941,69
1783466842.679713,80,64,9722.16015625,179.202,68
1783466844.6854458,78,61,9722.16015625,183.161,69
1783466846.6940658,59,47,9722.16015625,185.226,68
1783466848.704594,84,69,9722.16015625,185.52,68
1783466850.7186542,80,64,9722.16015625,191.384,67
1783466852.7383711,46,33,9722.16015625,184.383,67
1783466854.8150668,78,65,10520.16015625,158.352,67
1783466856.8604605,65,54,10520.16015625,175.149,68
1783466858.8681045,81,68,10520.16015625,181.276,67
1783466860.8790047,43,31,10520.16015625,186.852,66
1783466862.8855495,77,63,10520.16015625,182.892,68
1783466864.8965423,80,66,10520.16015625,187.652,70
1783466866.9069111,65,54,10520.16015625,161.728,66
1783466868.93228,64,49,10520.16015625,145.516,68
1783466870.942164,88,72,10520.16015625,172.509,69
1783466872.9534335,82,67,10520.16015625,183.17,67
1783466874.966444,77,61,10520.16015625,180.073,69
1783466876.9912784,85,73,11492.16015625,180.477,66
1783466879.0233567,21,15,12568.16015625,168.474,65
1783466881.3068707,31,23,12568.16015625,95.772,62
1783466883.3274398,18,13,12568.16015625,65.682,59
1783466886.0184135,0,0,12568.16015625,52.935,58
1783466888.0506594,62,48,12568.16015625,128.837,66
1783466890.0589416,46,42,12568.16015625,137.303,63
1783466892.0695183,79,64,12568.16015625,168.707,67
1783466894.075298,79,65,12568.16015625,185.821,65
1783466896.0848913,56,42,12568.16015625,180.648,68
1783466898.094534,43,31,12568.16015625,186.045,69
1783466900.10576,83,67,12568.16015625,188.942,67
1783466902.1165092,59,46,12568.16015625,177.941,69
1783466904.1245573,88,70,12568.16015625,161.43,67
1783466906.1395645,48,37,12568.16015625,178.008,66
1783466908.1519427,96,79,12568.16015625,183.911,68
1783466910.163034,74,58,12568.16015625,187.822,68
1783466912.172788,42,32,12568.16015625,181.991,65
1783466914.1833198,81,65,12568.16015625,185.623,67
1783466916.2777514,33,25,12568.16015625,162.735,66
1783466918.3223178,28,21,12568.16015625,156.982,63
1783466920.3440235,48,36,12568.16015625,187.347,64
1783466922.354059,77,66,12568.16015625,184.215,67
1783466924.3753188,69,59,13690.16015625,177.522,68
1783466926.3793027,77,62,13690.16015625,183.636,65
1783466928.3916993,72,56,13690.16015625,184.23,68
1783466930.5469074,92,73,13690.16015625,140.433,67
1783466932.5570652,49,39,13690.16015625,181.979,64
1783466934.5677779,81,70,13690.16015625,184.968,67
1783466936.5738897,70,59,13690.16015625,175.877,67
1783466938.5888371,76,62,13690.16015625,176.912,67
1783466940.59732,80,70,13690.16015625,188.584,69
1783466942.637776,81,68,13690.16015625,179.403,69
1783466944.663139,89,71,13690.16015625,154.337,68
1783466946.6723578,57,47,13690.16015625,173.486,67
1783466948.6790442,82,70,13690.16015625,186.681,67
1783466950.68053,98,77,13690.16015625,184.797,70
1783466952.6914222,81,68,13690.16015625,188.391,68
1783466954.700999,32,24,13690.16015625,181.763,66
1783466956.7125049,0,0,1088.16015625,140.588,62
1783466958.7231386,30,22,3416.16015625,132.558,64
1783466960.7238631,44,34,4544.16015625,159.303,65
1783466962.7262018,42,34,5882.16015625,165.364,69
1783466964.739132,78,66,6414.16015625,177.426,64
1783466966.748512,68,57,7138.16015625,186.6,66
1783466968.7597835,58,49,7138.16015625,171.088,69
1783466970.783465,32,29,7138.16015625,160.855,64
1783466972.8453906,59,49,7138.16015625,174.963,68
1783466974.869949,79,69,7138.16015625,172.06,65
1783466976.8829327,0,0,10944.16015625,142.875,62
1783466978.8919103,0,0,2144.16015625,48.161,59
1783466980.8997216,96,78,8636.16015625,177.617,65
1783466982.922947,51,41,8638.16015625,159.045,66
1783466984.9837537,84,70,8638.16015625,174.254,66
1783466986.9951527,94,78,8638.16015625,187.927,67
1783466989.0036187,62,48,9258.16015625,190.995,65
1783466991.0208964,46,32,9258.16015625,184.729,68
1783466993.0878522,3,0,9258.16015625,177.703,63
1783466995.27915,25,18,9258.16015625,102.378,64
1783466997.3043582,4,1,9258.16015625,114.023,63
1783466999.5098758,74,57,9258.16015625,188.04,63
1783467001.6373932,82,67,9258.16015625,137.574,67
1783467003.6496205,84,70,9258.16015625,179.131,66
1783467005.6585174,48,37,9986.16015625,175.472,65
1783467007.6659625,80,66,9986.16015625,184.075,68
1783467009.6732628,89,74,9986.16015625,188.472,68
1783467011.6877763,60,46,9986.16015625,189.209,67
1783467013.696014,82,68,9986.16015625,191.433,69
1783467015.7070591,96,78,9986.16015625,182.92,66
1783467017.7901103,46,31,9986.16015625,160.704,65
1783467019.7943177,29,21,9986.16015625,162.696,65
1783467021.8045669,8,3,9986.16015625,180.441,67
1783467023.8124738,68,59,9986.16015625,179.985,70
1783467025.8212705,94,78,9986.16015625,187.884,68
1783467027.8333826,75,58,9986.16015625,190.651,68
1783467029.843789,39,29,10834.16015625,183.612,65
1783467031.8909664,54,41,10834.16015625,174.742,68
1783467033.9060254,46,35,10834.16015625,180.003,67
1783467035.9109585,80,68,10834.16015625,191.655,70
1783467037.9183214,87,70,10834.16015625,185.6,68
1783467039.9296181,80,63,10834.16015625,190.285,65
1783467041.9372377,60,48,10834.16015625,191.018,69
1783467043.9510112,41,29,10834.16015625,164.423,64
1783467045.9640305,96,78,10834.16015625,174.643,66
1783467047.970559,86,71,10834.16015625,183.795,67
1783467049.980765,81,64,10834.16015625,190.063,65
1783467051.9928737,46,36,10834.16015625,184.319,66
1783467053.9982412,78,68,10834.16015625,187.508,69
1783467056.0062912,83,67,10834.16015625,184.911,69
1783467058.0814703,45,37,10834.16015625,161.763,69
1783467060.090781,46,32,10834.16015625,184.857,68
1783467062.100513,79,65,10834.16015625,188.323,70
1783467064.1056323,89,74,10834.16015625,189.197,69
1783467066.1178117,78,61,10834.16015625,191.333,65
1783467068.1277514,77,63,10834.16015625,192.391,70
1783467070.1380148,85,70,10834.16015625,184.192,67
1783467072.1526618,0,0,10834.16015625,161.447,63
1783467074.155403,89,71,10834.16015625,183.174,68
1783467076.1684923,80,68,10834.16015625,185.095,70
1783467078.177382,64,49,10834.16015625,188.332,68
1783467080.1905534,60,49,10834.16015625,188.081,70
1783467082.2079449,91,75,10834.16015625,189.86,70
1783467084.2720263,41,33,10834.16015625,176.308,68
1783467086.2842255,9,4,10834.16015625,168.951,69
1783467088.3065786,55,42,10834.16015625,187.698,69
1783467090.3191,76,62,10834.16015625,186.271,70
1783467092.3219717,74,64,10834.16015625,185.09,70
1783467094.3291914,58,44,10834.16015625,190.866,69
1783467096.3433955,62,53,10834.16015625,184.413,69
1783467098.355351,28,21,10834.16015625,167.471,69
1783467100.368242,56,43,10834.16015625,185.822,69
1783467102.374497,56,43,10834.16015625,181.865,69
1783467104.3817277,79,64,10834.16015625,191.531,69
1783467106.3914104,47,33,10834.16015625,184.581,67
1783467108.4003868,85,70,10834.16015625,189.516,69
1783467110.4242392,51,39,10834.16015625,176.322,65
1783467112.631931,65,52,10834.16015625,184.332,68
1783467114.6680508,83,66,11756.16015625,189.975,69
1783467116.6687121,39,29,11756.16015625,190.776,66
1783467118.6805005,96,78,11756.16015625,188.958,69
1783467120.6949294,81,69,11756.16015625,187.838,67
1783467122.705961,77,61,12832.16015625,183.663,69
1783467124.7155766,27,20,12832.16015625,162.51,66
1783467126.7260957,61,52,12832.16015625,177.77,70
1783467128.7371433,80,66,12832.16015625,176.897,67
1783467130.7470028,91,75,12832.16015625,187.648,70
1783467132.75878,83,66,12832.16015625,190.821,69
1783467134.7655628,55,43,12832.16015625,189.932,66
1783467136.778133,48,31,3604.16015625,126.347,67
1783467138.7971592,70,56,4732.16015625,146.882,69
1783467140.8027997,77,65,5588.16015625,159.601,69
1783467142.8141215,52,40,6602.16015625,172.061,65
1783467144.8224366,87,78,7326.16015625,175.901,70
1783467146.830501,87,78,7326.16015625,183.552,70
1783467148.8451514,77,64,7326.16015625,183.088,71
1783467151.036726,20,17,7326.16015625,166.019,65
1783467153.0903552,48,39,7326.16015625,162.49,68
1783467155.1060069,97,47,11132.16015625,174.718,65
1783467157.117515,0,0,11192.16015625,63.871,61
1783467159.130914,80,63,8132.16015625,171.076,65
1783467161.1428487,96,79,8132.16015625,185.672,69
1783467163.1517904,58,49,8132.16015625,177.095,67
1783467165.1640556,77,61,8132.16015625,157.521,67
1783467167.192055,55,44,8132.16015625,177.76,67
1783467169.2170265,65,49,8132.16015625,181.79,70
1783467171.228249,63,52,8132.16015625,185.246,68
1783467173.2386994,80,64,8132.16015625,184.229,67
