ts,cpu_pct,ram_used_GB,ram_pct
1783465950.992841,43.1,60.63663864135742,47.5
1783465953.0001385,44.1,60.56886672973633,47.4
1783465955.0117323,33.1,60.35657501220703,47.2
1783465957.0224607,58.7,60.015193939208984,47.0
1783465959.035973,13.9,59.916378021240234,46.9
1783465961.0609117,47.3,59.58381652832031,46.6
1783465963.2186098,41.9,59.58268356323242,46.6
1783465965.2334888,43.0,59.58922576904297,46.6
1783465967.298401,39.9,60.24177551269531,47.1
1783465969.3140774,40.4,60.83707809448242,47.6
1783465971.325451,42.5,60.224395751953125,47.1
1783465973.3364065,33.2,60.238616943359375,47.1
1783465975.347097,41.4,60.228939056396484,47.1
1783465977.3514025,32.4,60.26700210571289,47.2
1783465979.3657959,22.3,59.87791061401367,46.9
1783465981.3838067,44.3,59.94418716430664,46.9
1783465983.3905556,43.9,60.49992752075195,47.4
1783465985.4029684,42.9,60.16354751586914,47.1
1783465987.4124756,31.9,60.199275970458984,47.1
1783465989.4207509,44.2,59.964073181152344,46.9
1783465991.431562,23.7,59.90523910522461,46.9
1783465993.4426732,35.1,59.646915435791016,46.7
1783465995.4740312,46.1,59.9866828918457,46.9
1783465997.5162795,40.6,60.48652648925781,47.3
1783465999.5689378,43.9,60.31080627441406,47.2
1783466001.581419,31.8,59.95867919921875,46.9
1783466003.5931668,44.1,59.7596549987793,46.8
1783466005.6067984,23.4,59.70679473876953,46.7
1783466007.6172256,54.9,59.68742370605469,46.7
1783466009.732636,29.7,60.17120361328125,47.1
1783466011.7455592,43.8,60.837589263916016,47.6
1783466013.7576137,35.6,60.45260238647461,47.3
1783466015.766958,38.8,60.23291778564453,47.1
1783466017.777536,51.8,59.97649002075195,46.9
1783466019.8092732,17.0,59.82365798950195,46.8
1783466021.8362072,46.2,59.84280014038086,46.8
1783466024.16985,41.1,59.821712493896484,46.8
1783466026.2096617,41.3,59.79440689086914,46.8
1783466028.2151299,38.9,60.53676223754883,47.4
1783466030.2275047,41.6,60.70583724975586,47.5
1783466032.3674996,51.2,60.76824951171875,47.6
1783466034.6752753,37.8,60.74897384643555,47.5
1783466036.6836808,39.7,60.8140983581543,47.6
1783466038.693814,43.9,60.15990447998047,47.1
1783466040.7026956,32.8,59.59347915649414,46.6
1783466042.7237396,35.2,59.550575256347656,46.6
1783466044.740042,39.7,60.29620361328125,47.2
1783466046.779029,44.7,60.7263069152832,47.5
1783466048.819179,41.2,60.412288665771484,47.3
1783466050.83457,34.1,60.19023132324219,47.1
1783466052.846616,48.0,60.0257682800293,47.0
1783466054.8518968,16.4,59.96613693237305,46.9
1783466056.860162,43.4,60.13504409790039,47.1
1783466058.931069,37.4,60.39388656616211,47.3
1783466060.9449177,44.5,60.48006820678711,47.3
1783466062.95695,32.3,60.53191375732422,47.4
1783466064.982781,46.3,60.112060546875,47.0
1783466066.9921346,39.4,60.153831481933594,47.1
1783466069.005019,24.3,59.88277053833008,46.9
