timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-31T16:14:51,20260531_064719_yolo11m_baseline_s0_nogit,a8dbddb2-1452-4fef-95a4-3f698f624b2b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,34048.628292800015,1.4845988728163497,4.3602310790601974e-05,11.339443202951106,179.38559151166902,38.0,0.10364285210755787,1.6962466244962142,0.3473122208183848,2.147201697422155,0.0,Bangladesh,BGD,,,,Windows-10-10.0.26200-SP0,3.11.9,3.2.7,28,Intel(R) Core(TM) i7-14700K,1,1 x NVIDIA GeForce RTX 4070 Ti SUPER,,,127.76760864257812,machine,0.5044091084066212,70.62017707500519,66.99345296259706,85.59546303515403,N,1.0,0.0
