Model,Variant,Full_Model_Name,Epochs,Image_Size,Batch_Size,Sample_Ratio,Training_Time_sec,Training_Time_min,Inference_Time_ms,Inference_Time_std,Model_Size_MB,Parameters_M,GFLOPs,Val_Precision,Val_Recall,Val_mAP50,Val_mAP50_95,Val_F1_Score,Test_Precision,Test_Recall,Test_mAP50,Test_mAP50_95,Test_F1_Score,Train_Box_Loss,Train_Cls_Loss,Train_DFL_Loss,Val_Box_Loss,Val_Cls_Loss,Val_DFL_Loss,Best_Epoch,Final_Epoch,Stopped_Early,Timestamp
yolov9,s,yolov9s,25,640,12,0.5,3078.01,51.3,31.32,22.68,14.52,0,0,0.8401,0.7253,0.7785,0.4957,0.7785,0.8406,0.7361,0.7867,0.5041,0.7849,1.1328,0.6541,0.9581,1.0976,0.6304,0.9337,24,24,False,2026-01-24 16:28:07
